,"['Accurate Color Representation', 'Blue/Green Color Cast']_1","['Accurate Color Representation', 'Blue/Green Color Cast']_2","['Backlit Subjects', 'Frontlit Subjects']_1","['Backlit Subjects', 'Frontlit Subjects']_2","['Soft Focus', 'Sharp Detail']_1","['Soft Focus', 'Sharp Detail']_2","['Wide Angle', 'Macro']_1","['Wide Angle', 'Macro']_2","['Underexposed', 'Overexposed']_1","['Underexposed', 'Overexposed']_2","['Shallow Depth of Field', 'Deep Depth of Field']_1","['Shallow Depth of Field', 'Deep Depth of Field']_2","['High ISO Noise', 'Low ISO Clarity']_1","['High ISO Noise', 'Low ISO Clarity']_2","['Filtered Light', 'Direct Light']_1","['Filtered Light', 'Direct Light']_2","['Dynamic Movement', 'Static Calm']_1","['Dynamic Movement', 'Static Calm']_2","['Clarity', 'Murkiness']_1","['Clarity', 'Murkiness']_2","['Textured Surfaces', 'Smooth Surfaces']_1","['Textured Surfaces', 'Smooth Surfaces']_2","['Top-Down View', 'Eye-Level View']_1","['Top-Down View', 'Eye-Level View']_2","['Natural Ambient Light', 'Artificial Light']_1","['Natural Ambient Light', 'Artificial Light']_2","['Unaltered Colors', 'Color Enhanced']_1","['Unaltered Colors', 'Color Enhanced']_2","['Organic Shapes', 'Geometric Structures']_1","['Organic Shapes', 'Geometric Structures']_2","['Silhouetted', 'Illuminated Subjects']_1","['Silhouetted', 'Illuminated Subjects']_2","['Foreground Interest', 'Background Dominance']_1","['Foreground Interest', 'Background Dominance']_2"
./uieb_dataset/raw-890/355_img_.png,0.1582,0.842,0.644,0.3557,0.3208,0.679,0.4805,0.5195,0.589,0.4111,0.171,0.829,0.3667,0.6333,0.1624,0.8374,0.22,0.78,0.331,0.669,0.3242,0.676,0.4883,0.5117,0.508,0.4922,0.562,0.4377,0.4072,0.593,0.7744,0.2255,0.7026,0.2974
./uieb_dataset/raw-890/561_img_.png,0.3667,0.6333,0.272,0.728,0.8374,0.1624,0.9365,0.0637,0.593,0.4072,0.1755,0.824,0.2095,0.7905,0.396,0.604,0.593,0.4072,0.8823,0.11755,0.4688,0.5312,0.566,0.434,0.8774,0.1225,0.808,0.1919,0.094,0.906,0.3074,0.693,0.2659,0.734
./uieb_dataset/raw-890/607_img_.png,0.2878,0.7124,0.5737,0.4263,0.2783,0.7217,0.808,0.1919,0.746,0.254,0.2366,0.7637,0.11127,0.8887,0.2847,0.7153,0.2095,0.7905,0.6406,0.3594,0.2847,0.7153,0.658,0.3416,0.922,0.07806,0.8843,0.11597,0.1225,0.8774,0.3557,0.644,0.8726,0.1277
./uieb_dataset/raw-890/323_img_.png,0.2018,0.7983,0.2974,0.7026,0.6514,0.3486,0.848,0.152,0.6514,0.3486,0.0592,0.941,0.3416,0.658,0.3452,0.655,0.5117,0.4883,0.911,0.0888,0.2451,0.755,0.655,0.3452,0.604,0.396,0.6724,0.3276,0.07056,0.929,0.734,0.2659,0.4648,0.535
./uieb_dataset/raw-890/327_img_.png,0.22,0.78,0.2422,0.758,0.1144,0.8857,0.596,0.4036,0.4072,0.593,0.01854,0.9814,0.3594,0.6406,0.693,0.3074,0.01001,0.9897,0.496,0.504,0.3887,0.6113,0.709,0.291,0.4148,0.585,0.5,0.5,0.04147,0.9585,0.902,0.0981,0.4226,0.5776
./uieb_dataset/raw-890/58_img_.png,0.0927,0.907,0.2147,0.785,0.6226,0.3774,0.9136,0.0863,0.7124,0.2878,0.2366,0.7637,0.03732,0.963,0.734,0.2659,0.03114,0.9688,0.928,0.0716,0.78,0.22,0.558,0.4417,0.8706,0.1294,0.906,0.094,0.2366,0.7637,0.0804,0.9194,0.9927,0.00746
./uieb_dataset/raw-890/527_img_.png,0.4727,0.5273,0.251,0.749,0.593,0.4072,0.743,0.2568,0.2394,0.7607,0.09534,0.905,0.055,0.945,0.8267,0.1733,0.171,0.829,0.9087,0.0914,0.3523,0.648,0.655,0.3452,0.6514,0.3486,0.7637,0.2366,0.6514,0.3486,0.03964,0.9604,0.8687,0.1312
./uieb_dataset/raw-890/526_img_.png,0.263,0.7373,0.1943,0.8057,0.248,0.752,0.396,0.604,0.2147,0.785,0.07587,0.9243,0.05835,0.942,0.7124,0.2878,0.0496,0.95,0.824,0.1755,0.766,0.2338,0.1561,0.8438,0.876,0.1242,0.709,0.291,0.304,0.696,0.4148,0.585,0.589,0.4111
./uieb_dataset/raw-890/806_img_.png,0.254,0.746,0.272,0.728,0.551,0.4495,0.585,0.4148,0.758,0.2422,0.2281,0.772,0.1097,0.89,0.269,0.731,0.4495,0.551,0.562,0.4377,0.57,0.4302,0.808,0.1919,0.78,0.22,0.854,0.1461,0.2942,0.7056,0.0995,0.9004,0.746,0.254
./uieb_dataset/raw-890/135_img_.png,0.1993,0.801,0.4766,0.5234,0.8374,0.1624,0.8916,0.1082,0.585,0.4148,0.2815,0.7188,0.0592,0.941,0.4302,0.57,0.22,0.78,0.84,0.1603,0.381,0.6187,0.5312,0.4688,0.867,0.1329,0.8354,0.1646,0.0695,0.9307,0.508,0.4922,0.9263,0.07367
./uieb_dataset/raw-890/46_img_.png,0.1666,0.8335,0.2751,0.725,0.6895,0.3108,0.9473,0.0526,0.3208,0.679,0.0379,0.962,0.231,0.769,0.5234,0.4766,0.5156,0.4844,0.8633,0.1366,0.4377,0.562,0.3276,0.6724,0.788,0.212,0.5776,0.4226,0.0981,0.902,0.4072,0.593,0.644,0.3557
./uieb_dataset/raw-890/216_img_.png,0.1688,0.831,0.3594,0.6406,0.18,0.82,0.4648,0.535,0.9087,0.0914,0.2783,0.7217,0.0804,0.9194,0.381,0.6187,0.2451,0.755,0.731,0.269,0.808,0.1919,0.662,0.3381,0.879,0.12085,0.793,0.2069,0.2255,0.7744,0.2598,0.74,0.973,0.02676
./uieb_dataset/raw-890/284_img_.png,0.37,0.63,0.3452,0.655,0.04083,0.959,0.6514,0.3486,0.304,0.696,0.0981,0.902,0.3276,0.6724,0.4072,0.593,0.5195,0.4805,0.874,0.126,0.152,0.848,0.734,0.2659,0.7744,0.2255,0.4187,0.5815,0.1052,0.895,0.4187,0.5815,0.1733,0.8267
./uieb_dataset/raw-890/227_img_.png,0.1422,0.858,0.385,0.615,0.676,0.3242,0.9697,0.03021,0.8438,0.1561,0.03622,0.964,0.2568,0.743,0.2281,0.772,0.679,0.3208,0.669,0.331,0.152,0.848,0.263,0.7373,0.796,0.2043,0.4688,0.5312,0.3345,0.6655,0.6406,0.3594,0.5737,0.4263
./uieb_dataset/raw-890/7027.png,0.1009,0.899,0.434,0.566,0.6074,0.3923,0.9946,0.00547,0.785,0.2147,0.0542,0.946,0.231,0.769,0.2751,0.725,0.331,0.669,0.8613,0.1384,0.1329,0.867,0.615,0.385,0.78,0.22,0.637,0.363,0.1755,0.824,0.6074,0.3923,0.4844,0.5156
./uieb_dataset/raw-890/606_img_.png,0.10376,0.8965,0.1366,0.8633,0.7773,0.2227,0.848,0.152,0.7773,0.2227,0.2095,0.7905,0.152,0.848,0.5815,0.4187,0.0827,0.9175,0.8374,0.1624,0.6895,0.3108,0.4648,0.535,0.8965,0.10376,0.78,0.22,0.1052,0.895,0.2751,0.725,0.9263,0.07367
./uieb_dataset/raw-890/105_img_.png,0.1329,0.867,0.1968,0.803,0.291,0.709,0.951,0.04886,0.6514,0.3486,0.02596,0.974,0.212,0.788,0.1943,0.8057,0.3008,0.699,0.801,0.1993,0.11127,0.8887,0.8057,0.1943,0.709,0.291,0.7153,0.2847,0.0379,0.962,0.2043,0.796,0.6113,0.3887
./uieb_dataset/raw-890/440_img_.png,0.1404,0.86,0.551,0.4495,0.8438,0.1561,0.852,0.1481,0.4805,0.5195,0.02194,0.978,0.4111,0.589,0.272,0.728,0.8726,0.1277,0.74,0.2598,0.0876,0.9126,0.2255,0.7744,0.6514,0.3486,0.4648,0.535,0.4534,0.547,0.2227,0.7773,0.3557,0.644
./uieb_dataset/raw-890/15045.png,0.1603,0.84,0.2422,0.758,0.1422,0.858,0.686,0.314,0.5254,0.4746,0.0695,0.9307,0.1779,0.8223,0.461,0.539,0.1312,0.8687,0.8267,0.1733,0.496,0.504,0.879,0.12085,0.9097,0.0901,0.887,0.1128,0.3208,0.679,0.251,0.749,0.788,0.212
./uieb_dataset/raw-890/409_img_.png,0.2281,0.772,0.2878,0.7124,0.8267,0.1733,0.867,0.1329,0.887,0.1128,0.08386,0.916,0.0575,0.9424,0.3381,0.662,0.7153,0.2847,0.969,0.03067,0.363,0.637,0.4377,0.562,0.8774,0.1225,0.4036,0.596,0.1943,0.8057,0.3276,0.6724,0.6074,0.3923
./uieb_dataset/raw-890/575_img_.png,0.12085,0.879,0.2878,0.7124,0.74,0.2598,0.9746,0.02556,0.8457,0.154,0.212,0.788,0.0534,0.947,0.5156,0.4844,0.02718,0.9727,0.693,0.3074,0.3887,0.6113,0.693,0.3074,0.769,0.231,0.867,0.1329,0.2659,0.734,0.3008,0.699,0.9253,0.07477
./uieb_dataset/raw-890/890_img_.png,0.11127,0.8887,0.2815,0.7188,0.2815,0.7188,0.709,0.291,0.3381,0.662,0.1225,0.8774,0.055,0.945,0.655,0.3452,0.15,0.85,0.813,0.1871,0.6406,0.3594,0.752,0.248,0.89,0.1097,0.7373,0.263,0.291,0.709,0.2394,0.7607,0.984,0.0159
./uieb_dataset/raw-890/254_img_.png,0.363,0.637,0.4148,0.585,0.9175,0.0827,0.992,0.007694,0.686,0.314,0.12085,0.879,0.11127,0.8887,0.4072,0.593,0.02333,0.9766,0.824,0.1755,0.4148,0.585,0.2751,0.725,0.9033,0.0967,0.9336,0.0666,0.3208,0.679,0.6187,0.381,0.975,0.0248
./uieb_dataset/raw-890/383_img_.png,0.269,0.731,0.669,0.331,0.3557,0.644,0.905,0.09534,0.679,0.3208,0.1461,0.854,0.094,0.906,0.5776,0.4226,0.1896,0.8105,0.558,0.4417,0.535,0.4648,0.7153,0.2847,0.8965,0.10376,0.856,0.1442,0.2095,0.7905,0.291,0.709,0.813,0.1871
./uieb_dataset/raw-890/666_img_.png,0.1461,0.854,0.15,0.85,0.363,0.637,0.8823,0.11755,0.8105,0.1896,0.05032,0.9497,0.37,0.63,0.3523,0.648,0.06097,0.939,0.78,0.22,0.37,0.63,0.662,0.3381,0.658,0.3416,0.6333,0.3667,0.07263,0.9272,0.562,0.4377,0.796,0.2043
./uieb_dataset/raw-890/5830.png,0.1461,0.854,0.2815,0.7188,0.801,0.1993,0.946,0.0542,0.272,0.728,0.0863,0.9136,0.2815,0.7188,0.1859,0.814,0.686,0.314,0.788,0.212,0.04147,0.9585,0.57,0.4302,0.89,0.1097,0.7607,0.2394,0.1824,0.8174,0.676,0.3242,0.2338,0.766
./uieb_dataset/raw-890/125_img_.png,0.4,0.6,0.314,0.686,0.8613,0.1384,0.2422,0.758,0.9033,0.0967,0.385,0.615,0.03568,0.9644,0.5273,0.4727,0.0876,0.9126,0.5776,0.4226,0.854,0.1461,0.801,0.1993,0.8706,0.1294,0.679,0.3208,0.4727,0.5273,0.2255,0.7744,0.948,0.05185
./uieb_dataset/raw-890/631_img_.png,0.18,0.82,0.11755,0.8823,0.3381,0.662,0.535,0.4648,0.8726,0.1277,0.1294,0.8706,0.4226,0.5776,0.562,0.4377,0.3923,0.6074,0.6514,0.3486,0.637,0.363,0.63,0.37,0.801,0.1993,0.648,0.3523,0.0804,0.9194,0.0995,0.9004,0.658,0.3416
./uieb_dataset/raw-890/491_img_.png,0.08154,0.9185,0.331,0.669,0.769,0.231,0.4072,0.593,0.508,0.4922,0.1277,0.8726,0.0716,0.928,0.4072,0.593,0.535,0.4648,0.8267,0.1733,0.585,0.4148,0.4883,0.5117,0.89,0.1097,0.743,0.2568,0.0827,0.9175,0.272,0.728,0.679,0.3208
./uieb_dataset/raw-890/402_img_.png,0.2847,0.7153,0.3416,0.658,0.5195,0.4805,0.734,0.2659,0.8057,0.1943,0.1294,0.8706,0.1848,0.8154,0.304,0.696,0.57,0.4302,0.728,0.272,0.2974,0.7026,0.3667,0.6333,0.785,0.2147,0.6333,0.3667,0.1688,0.831,0.626,0.3738,0.1968,0.803
./uieb_dataset/raw-890/439_img_.png,0.03845,0.9614,0.4226,0.5776,0.793,0.2069,0.9336,0.0666,0.937,0.0628,0.0526,0.9473,0.272,0.728,0.18,0.82,0.2878,0.7124,0.9565,0.04337,0.3174,0.6826,0.3242,0.676,0.7373,0.263,0.7773,0.2227,0.5195,0.4805,0.63,0.37,0.6333,0.3667
./uieb_dataset/raw-890/838_img_.png,0.4883,0.5117,0.457,0.543,0.9033,0.0967,0.4844,0.5156,0.5117,0.4883,0.154,0.8457,0.2598,0.74,0.7827,0.2173,0.3276,0.6724,0.725,0.2751,0.562,0.4377,0.461,0.539,0.604,0.396,0.655,0.3452,0.2018,0.7983,0.0592,0.941,0.7056,0.2942
./uieb_dataset/raw-890/711_img_.png,0.2568,0.743,0.22,0.78,0.09534,0.905,0.994,0.00582,0.74,0.2598,0.0341,0.966,0.1312,0.8687,0.2069,0.793,0.02333,0.9766,0.7124,0.2878,0.1329,0.867,0.8057,0.1943,0.731,0.269,0.5547,0.4456,0.0341,0.966,0.8174,0.1824,0.772,0.2281
./uieb_dataset/raw-890/22_img_.png,0.4844,0.5156,0.504,0.496,0.938,0.0619,0.669,0.331,0.593,0.4072,0.3774,0.6226,0.06757,0.9326,0.4187,0.5815,0.4187,0.5815,0.946,0.0542,0.2815,0.7188,0.4187,0.5815,0.9087,0.0914,0.9346,0.0656,0.363,0.637,0.1097,0.89,0.902,0.0981
./uieb_dataset/raw-890/382_img_.png,0.1329,0.867,0.637,0.363,0.1192,0.881,0.644,0.3557,0.4648,0.535,0.1919,0.808,0.4,0.6,0.4036,0.596,0.1755,0.824,0.4883,0.5117,0.593,0.4072,0.331,0.669,0.86,0.1404,0.9126,0.0876,0.4805,0.5195,0.1144,0.8857,0.676,0.3242
./uieb_dataset/raw-890/436_img_.png,0.4417,0.558,0.272,0.728,0.263,0.7373,0.3174,0.6826,0.5176,0.4824,0.1603,0.84,0.3416,0.658,0.676,0.3242,0.434,0.566,0.547,0.4534,0.829,0.171,0.7153,0.2847,0.8706,0.1294,0.743,0.2568,0.2815,0.7188,0.05542,0.945,0.8726,0.1277
./uieb_dataset/raw-890/257_img_.png,0.6226,0.3774,0.3486,0.6514,0.709,0.291,0.6226,0.3774,0.7217,0.2783,0.4688,0.5312,0.06757,0.9326,0.3074,0.693,0.3242,0.676,0.9243,0.07587,0.496,0.504,0.734,0.2659,0.915,0.0851,0.893,0.1067,0.2043,0.796,0.11597,0.8843,0.9766,0.02333
./uieb_dataset/raw-890/143_img_.png,0.1128,0.887,0.2783,0.7217,0.269,0.731,0.9033,0.0967,0.5273,0.4727,0.1422,0.858,0.04025,0.96,0.3276,0.6724,0.07263,0.9272,0.7905,0.2095,0.626,0.3738,0.8057,0.1943,0.8267,0.1733,0.813,0.1871,0.0967,0.9033,0.793,0.2069,0.893,0.1067
./uieb_dataset/raw-890/8262.png,0.02676,0.973,0.3557,0.644,0.758,0.2422,0.921,0.0792,0.769,0.231,0.0656,0.9346,0.231,0.769,0.2069,0.793,0.6724,0.3276,0.5776,0.4226,0.1603,0.84,0.504,0.496,0.734,0.2659,0.543,0.457,0.314,0.686,0.693,0.3074,0.535,0.4648
./uieb_dataset/raw-890/2977.png,0.2227,0.7773,0.3208,0.679,0.008064,0.9917,0.921,0.0792,0.3108,0.6895,0.04468,0.955,0.2783,0.7217,0.2451,0.755,0.4187,0.5815,0.07806,0.922,0.0914,0.9087,0.676,0.3242,0.734,0.2659,0.6,0.4,0.457,0.543,0.696,0.304,0.4922,0.508
./uieb_dataset/raw-890/579_img_.png,0.1052,0.895,0.2069,0.793,0.6,0.4,0.8457,0.154,0.7056,0.2942,0.2394,0.7607,0.04813,0.9517,0.314,0.686,0.02556,0.9746,0.874,0.126,0.2783,0.7217,0.947,0.0534,0.769,0.231,0.7905,0.2095,0.1461,0.854,0.4,0.6,0.938,0.0619
./uieb_dataset/raw-890/317_img_.png,0.655,0.3452,0.22,0.78,0.856,0.1442,0.5312,0.4688,0.0666,0.9336,0.05835,0.942,0.535,0.4648,0.709,0.291,0.3594,0.6406,0.788,0.212,0.4302,0.57,0.3108,0.6895,0.461,0.539,0.679,0.3208,0.1943,0.8057,0.2043,0.796,0.1624,0.8374
./uieb_dataset/raw-890/879_img_.png,0.154,0.8457,0.1603,0.84,0.0695,0.9307,0.874,0.126,0.7744,0.2255,0.03845,0.9614,0.06757,0.9326,0.291,0.709,0.02887,0.971,0.8726,0.1277,0.3557,0.644,0.9194,0.0804,0.7905,0.2095,0.796,0.2043,0.11127,0.8887,0.4805,0.5195,0.699,0.3008
./uieb_dataset/raw-890/725_img_.png,0.3594,0.6406,0.63,0.37,0.5273,0.4727,0.7905,0.2095,0.5737,0.4263,0.1919,0.808,0.0901,0.9097,0.2255,0.7744,0.793,0.2069,0.858,0.1422,0.4534,0.547,0.385,0.615,0.9434,0.05664,0.648,0.3523,0.4263,0.5737,0.4417,0.558,0.596,0.4036
./uieb_dataset/raw-890/25_img_.png,0.4302,0.57,0.4456,0.5547,0.958,0.04208,0.6826,0.3174,0.3208,0.679,0.2451,0.755,0.2147,0.785,0.3416,0.658,0.637,0.363,0.8965,0.10376,0.3416,0.658,0.152,0.848,0.911,0.0888,0.9136,0.0863,0.331,0.669,0.03622,0.964,0.813,0.1871
