image,psnr,ssim,Accurate Color Representation,Blue/Green Color Cast,Vibrant and vivid,Dull and washed-out,"Bright, Colorful Underwater Scene","Dim, Desaturated Underwater Colors",Crystal-clear and Unobstructed Scene,Murky and Obscured View,Balanced and Well-Lit view,Underlit scene and Backlit Objects
64.jpg,19.73531150817871,0.8650195002555847,0.848,0.152,0.938,0.0619,0.9033,0.0967,0.9844,0.01543,0.381,0.6187
65.jpg,19.13973045349121,0.8313378691673279,0.699,0.3008,0.676,0.3242,0.8057,0.1943,0.994,0.006096,0.18,0.82
66.jpg,19.268186569213867,0.8286786079406738,0.8633,0.1366,0.37,0.63,0.1603,0.84,0.9834,0.01666,0.04208,0.958
67.jpg,18.865520477294922,0.8415939211845398,0.8438,0.1561,0.655,0.3452,0.7124,0.2878,0.9854,0.0145,0.1329,0.867
68.jpg,18.702699661254883,0.830951988697052,0.743,0.2568,0.385,0.615,0.7124,0.2878,0.9937,0.00639,0.1144,0.8857
69.jpg,21.239904403686523,0.8697916865348816,0.856,0.1442,0.74,0.2598,0.6113,0.3887,0.969,0.03067,0.2281,0.772
70.jpg,18.76015281677246,0.8134616613388062,0.7983,0.2018,0.842,0.1582,0.921,0.0792,0.9746,0.02556,0.3276,0.6724
71.jpg,21.599416732788086,0.9166049957275391,0.728,0.272,0.1225,0.8774,0.044,0.956,0.6895,0.3108,0.7827,0.2173
72.jpg,18.63228416442871,0.8418928980827332,0.78,0.22,0.0716,0.928,0.1442,0.856,0.801,0.1993,0.4417,0.558
73.jpg,15.325745582580566,0.735190749168396,0.7373,0.263,0.0511,0.9487,0.04742,0.9526,0.84,0.1603,0.5117,0.4883
74.jpg,17.331077575683594,0.7925922274589539,0.808,0.1919,0.4766,0.5234,0.7373,0.263,0.7637,0.2366,0.0851,0.915
75.jpg,21.087892532348633,0.8776690363883972,0.7153,0.2847,0.37,0.63,0.4187,0.5815,0.746,0.254,0.396,0.604
76.jpg,18.947399139404297,0.87921142578125,0.7744,0.2255,0.2338,0.766,0.3887,0.6113,0.975,0.0248,0.709,0.291
77.jpg,18.374330520629883,0.8168931007385254,0.9634,0.03677,0.37,0.63,0.0695,0.9307,0.796,0.2043,0.693,0.3074
78.jpg,15.194029808044434,0.8062243461608887,0.755,0.2451,0.589,0.4111,0.5,0.5,0.963,0.03732,0.1422,0.858
79.jpg,19.516969680786133,0.8252462148666382,0.504,0.496,0.1384,0.8613,0.2815,0.7188,0.808,0.1919,0.154,0.8457
80.jpg,20.97244644165039,0.8658044338226318,0.8965,0.10376,0.746,0.254,0.7124,0.2878,0.9814,0.01854,0.1919,0.808
81.jpg,19.32056999206543,0.8622891306877136,0.82,0.18,0.5273,0.4727,0.3594,0.6406,0.9243,0.07587,0.6724,0.3276
82.jpg,16.57451629638672,0.754582405090332,0.7188,0.2815,0.3276,0.6724,0.5234,0.4766,0.881,0.1192,0.2598,0.74
83.jpg,20.829818725585938,0.8877018094062805,0.772,0.2281,0.2783,0.7217,0.4805,0.5195,0.8267,0.1733,0.2878,0.7124
84.jpg,18.22438621520996,0.7836533784866333,0.9854,0.0145,0.304,0.696,0.1384,0.8613,0.604,0.396,0.676,0.3242
85.jpg,19.819046020507812,0.8441281914710999,0.769,0.231,0.2878,0.7124,0.2659,0.734,0.749,0.251,0.3667,0.6333
86.jpg,20.183876037597656,0.8274392485618591,0.604,0.396,0.15,0.85,0.1968,0.803,0.793,0.2069,0.3208,0.679
87.jpg,19.234743118286133,0.8266130685806274,0.662,0.3381,0.4495,0.551,0.1848,0.8154,0.94,0.0601,0.3887,0.6113
88.jpg,22.78179359436035,0.8967760801315308,0.6113,0.3887,0.03114,0.9688,0.212,0.788,0.9194,0.0804,0.1968,0.803
89.jpg,18.507041931152344,0.8180081248283386,0.922,0.07806,0.3345,0.6655,0.3174,0.6826,0.8354,0.1646,0.585,0.4148
90.jpg,19.860633850097656,0.8741651177406311,0.9473,0.0526,0.1896,0.8105,0.1582,0.842,0.6655,0.3345,0.566,0.434
91.jpg,20.579864501953125,0.8626408576965332,0.9263,0.07367,0.7983,0.2018,0.9272,0.07263,0.994,0.005642,0.0716,0.928
92.jpg,19.492292404174805,0.8303585052490234,0.9443,0.05582,0.5234,0.4766,0.4844,0.5156,0.9766,0.02333,0.6074,0.3923
93.jpg,20.029285430908203,0.8917793035507202,0.2018,0.7983,0.5312,0.4688,0.2598,0.74,0.8823,0.11755,0.1779,0.8223
94.jpg,20.30668830871582,0.8952639698982239,0.504,0.496,0.03516,0.965,0.0914,0.9087,0.9243,0.07587,0.4263,0.5737
95.jpg,19.671430587768555,0.8301051259040833,0.9175,0.0827,0.566,0.434,0.6,0.4,0.9834,0.01666,0.4534,0.547
96.jpg,20.09075164794922,0.8627969622612,0.4111,0.589,0.867,0.1329,0.9175,0.0827,0.939,0.06097,0.0901,0.9097
97.jpg,19.200536727905273,0.7907915711402893,0.769,0.231,0.504,0.496,0.547,0.4534,0.9355,0.06464,0.055,0.945
98.jpg,19.079601287841797,0.839444100856781,0.89,0.1097,0.906,0.094,0.85,0.15,0.964,0.03622,0.10376,0.8965
99.jpg,18.809593200683594,0.8079996705055237,0.648,0.3523,0.5776,0.4226,0.6187,0.381,0.8154,0.1848,0.2018,0.7983
100.jpg,20.22022247314453,0.8545097708702087,0.785,0.2147,0.8975,0.1023,0.8843,0.11597,0.8975,0.1023,0.0637,0.9365
101.jpg,20.832292556762695,0.8633706569671631,0.3887,0.6113,0.4036,0.596,0.696,0.304,0.8354,0.1646,0.1481,0.852
102.jpg,20.746685028076172,0.8596675992012024,0.7773,0.2227,0.3667,0.6333,0.4534,0.547,0.961,0.03906,0.3276,0.6724
103.jpg,20.38036346435547,0.8632211089134216,0.3594,0.6406,0.686,0.314,0.856,0.1442,0.9443,0.05582,0.10376,0.8965
104.jpg,20.607418060302734,0.8626964092254639,0.709,0.291,0.5,0.5,0.57,0.4302,0.9546,0.04535,0.212,0.788
105.jpg,20.582361221313477,0.8345115184783936,0.709,0.291,0.5737,0.4263,0.4495,0.551,0.961,0.03906,0.0804,0.9194
106.jpg,21.141435623168945,0.8704981207847595,0.593,0.4072,0.769,0.231,0.82,0.18,0.9663,0.0336,0.05185,0.948
107.jpg,20.3537540435791,0.8573403358459473,0.8687,0.1312,0.7744,0.2255,0.57,0.4302,0.955,0.04468,0.3523,0.648
108.jpg,20.903757095336914,0.8879374861717224,0.566,0.434,0.3276,0.6724,0.3008,0.699,0.9243,0.07587,0.0666,0.9336
109.jpg,21.06968116760254,0.8974830508232117,0.4417,0.558,0.6074,0.3923,0.728,0.272,0.831,0.1688,0.1481,0.852
110.jpg,21.275407791137695,0.9227292537689209,0.2847,0.7153,0.2815,0.7188,0.4805,0.5195,0.9136,0.0863,0.0995,0.9004
111.jpg,19.23522186279297,0.8545331358909607,0.788,0.212,0.696,0.304,0.808,0.1919,0.985,0.01495,0.3242,0.676
112.jpg,21.105989456176758,0.8924402594566345,0.5195,0.4805,0.7773,0.2227,0.893,0.1067,0.876,0.1242,0.06757,0.9326
113.jpg,15.12546157836914,0.7680795788764954,0.9663,0.0336,0.725,0.2751,0.3174,0.6826,0.9336,0.0666,0.2659,0.734
114.jpg,20.875030517578125,0.8796437978744507,0.842,0.1582,0.4688,0.5312,0.4766,0.5234,0.9634,0.03677,0.1943,0.8057
115.jpg,21.665292739868164,0.9062732458114624,0.272,0.728,0.2281,0.772,0.5815,0.4187,0.938,0.0619,0.07697,0.923
116.jpg,21.27750587463379,0.8996872305870056,0.593,0.4072,0.385,0.615,0.4226,0.5776,0.6187,0.381,0.314,0.686
117.jpg,21.582447052001953,0.9092287421226501,0.4302,0.57,0.1848,0.8154,0.2281,0.772,0.7056,0.2942,0.2281,0.772
118.jpg,21.69881248474121,0.911737859249115,0.2751,0.725,0.272,0.728,0.1582,0.842,0.6826,0.3174,0.1968,0.803
119.jpg,21.504545211791992,0.8991649150848389,0.396,0.604,0.1779,0.8223,0.1733,0.8267,0.8438,0.1561,0.2974,0.7026
120.jpg,20.083261489868164,0.8594930768013,0.9487,0.0511,0.8857,0.1144,0.7744,0.2255,0.94,0.0601,0.212,0.788
121.jpg,21.084548950195312,0.8895891904830933,0.905,0.09534,0.89,0.1097,0.743,0.2568,0.911,0.0888,0.3923,0.6074
122.jpg,22.01175308227539,0.9093722701072693,0.4766,0.5234,0.385,0.615,0.434,0.566,0.9087,0.0914,0.1442,0.856
123.jpg,20.474462509155273,0.8832261562347412,0.8374,0.1624,0.4072,0.593,0.4844,0.5156,0.947,0.0534,0.3416,0.658
124.jpg,16.651493072509766,0.7819198966026306,0.881,0.1192,0.953,0.04672,0.8613,0.1384,0.9824,0.01744,0.1646,0.8354
125.jpg,21.088455200195312,0.8772342205047607,0.85,0.15,0.57,0.4302,0.5776,0.4226,0.9663,0.0336,0.331,0.669
126.jpg,21.232942581176758,0.8862220048904419,0.772,0.2281,0.4302,0.57,0.4302,0.57,0.8438,0.1561,0.2338,0.766
127.jpg,20.799436569213867,0.8825891017913818,0.5776,0.4226,0.6187,0.381,0.3486,0.6514,0.879,0.12085,0.6,0.4
128.jpg,20.7772216796875,0.8837118148803711,0.9097,0.0901,0.9033,0.0967,0.801,0.1993,0.9707,0.02931,0.4,0.6
129.jpg,16.74881935119629,0.793236494064331,0.9365,0.0637,0.95,0.0496,0.9185,0.08154,0.96,0.04025,0.1755,0.824
130.jpg,21.49167251586914,0.905190646648407,0.171,0.829,0.1848,0.8154,0.154,0.8457,0.6333,0.3667,0.2173,0.7827
131.jpg,21.07774543762207,0.9089109897613525,0.1422,0.858,0.3074,0.693,0.2095,0.7905,0.381,0.6187,0.0496,0.95
132.jpg,20.63833236694336,0.8725596070289612,0.9443,0.05582,0.793,0.2069,0.543,0.457,0.969,0.03067,0.3923,0.6074
133.jpg,21.22301483154297,0.9058798551559448,0.11597,0.8843,0.304,0.696,0.2568,0.743,0.626,0.3738,0.152,0.848
134.jpg,16.850358963012695,0.7832593321800232,0.989,0.01099,0.942,0.05835,0.8857,0.1144,0.9634,0.03677,0.3887,0.6113
135.jpg,20.88420867919922,0.9135785102844238,0.74,0.2598,0.6895,0.3108,0.824,0.1755,0.982,0.01826,0.3923,0.6074
136.jpg,20.292600631713867,0.8631150722503662,0.89,0.1097,0.7637,0.2366,0.796,0.2043,0.975,0.0248,0.248,0.752
137.jpg,20.533174514770508,0.917130172252655,0.3276,0.6724,0.4688,0.5312,0.304,0.696,0.725,0.2751,0.1919,0.808
138.jpg,20.167415618896484,0.9111820459365845,0.2173,0.7827,0.2422,0.758,0.1993,0.801,0.7607,0.2394,0.1688,0.831
139.jpg,21.062183380126953,0.9059535264968872,0.5,0.5,0.4377,0.562,0.508,0.4922,0.9243,0.07587,0.2095,0.7905
140.jpg,21.011425018310547,0.8508568406105042,0.881,0.1192,0.7153,0.2847,0.679,0.3208,0.9307,0.0695,0.1646,0.8354
141.jpg,21.95948600769043,0.9037958979606628,0.2281,0.772,0.22,0.78,0.504,0.496,0.709,0.291,0.0321,0.968
142.jpg,21.88424301147461,0.9023358821868896,0.585,0.4148,0.6514,0.3486,0.6333,0.3667,0.796,0.2043,0.0628,0.937
143.jpg,21.52193832397461,0.9103532433509827,0.1993,0.801,0.2281,0.772,0.4187,0.5815,0.7217,0.2783,0.08154,0.9185
144.jpg,20.39847755432129,0.8468660116195679,0.749,0.251,0.8154,0.1848,0.655,0.3452,0.9565,0.04337,0.254,0.746
145.jpg,20.753929138183594,0.8792529106140137,0.7373,0.263,0.2173,0.7827,0.6655,0.3345,0.9097,0.0901,0.2783,0.7217
146.jpg,20.962553024291992,0.9023589491844177,0.3523,0.648,0.3594,0.6406,0.3345,0.6655,0.9185,0.08154,0.3242,0.676
147.jpg,21.007164001464844,0.8817821145057678,0.676,0.3242,0.644,0.3557,0.766,0.2338,0.984,0.0159,0.304,0.696
148.jpg,20.17121124267578,0.8703027367591858,0.9316,0.06854,0.758,0.2422,0.831,0.1688,0.981,0.01883,0.596,0.4036
149.jpg,16.286252975463867,0.7598165273666382,0.86,0.1404,0.6,0.4,0.655,0.3452,0.9326,0.06757,0.2338,0.766
150.jpg,15.90853500366211,0.7892554998397827,0.981,0.01883,0.986,0.01428,0.9663,0.0336,0.989,0.01099,0.3594,0.6406
151.jpg,16.826122283935547,0.7810918688774109,0.976,0.0237,0.9443,0.05582,0.8965,0.10376,0.9673,0.0326,0.3923,0.6074
152.jpg,13.9793701171875,0.6562025547027588,0.8975,0.1023,0.558,0.4417,0.3667,0.6333,0.974,0.02596,0.212,0.788
153.jpg,17.62491798400879,0.7744206786155701,0.9565,0.04337,0.801,0.1993,0.679,0.3208,0.9673,0.0326,0.18,0.82
154.jpg,17.762277603149414,0.7927086353302002,0.915,0.0851,0.5776,0.4226,0.7124,0.2878,0.938,0.0619,0.248,0.752
155.jpg,18.784265518188477,0.8371229767799377,0.7773,0.2227,0.3416,0.658,0.2815,0.7188,0.968,0.0321,0.5312,0.4688
156.jpg,20.007944107055664,0.8520967960357666,0.8354,0.1646,0.396,0.604,0.1481,0.852,0.9175,0.0827,0.2422,0.758
157.jpg,19.867616653442383,0.8638642430305481,0.788,0.212,0.08154,0.9185,0.1312,0.8687,0.939,0.06097,0.8687,0.1312
158.jpg,20.889362335205078,0.872551679611206,0.7827,0.2173,0.785,0.2147,0.8706,0.1294,0.994,0.005642,0.231,0.769
159.jpg,16.9200496673584,0.7773958444595337,0.637,0.363,0.0637,0.9365,0.08154,0.9185,0.2255,0.7744,0.4844,0.5156
161.jpg,20.77972412109375,0.8790412545204163,0.676,0.3242,0.679,0.3208,0.3108,0.6895,0.9546,0.04535,0.547,0.4534
162.jpg,18.751556396484375,0.8234707713127136,0.8354,0.1646,0.2878,0.7124,0.5234,0.4766,0.9424,0.0575,0.2422,0.758
163.jpg,18.966846466064453,0.817613422870636,0.9775,0.0223,0.9697,0.03021,0.948,0.05185,0.97,0.02975,0.2018,0.7983
164.jpg,19.881580352783203,0.8367331027984619,0.9863,0.01343,0.4263,0.5737,0.07367,0.9263,0.7637,0.2366,0.881,0.1192
165.jpg,20.042943954467773,0.8444786667823792,0.928,0.0716,0.3738,0.626,0.03114,0.9688,0.3381,0.662,0.385,0.615
166.jpg,19.65739631652832,0.8264858722686768,0.97,0.02975,0.0851,0.915,0.0223,0.9775,0.4766,0.5234,0.7153,0.2847
167.jpg,19.30242347717285,0.861943244934082,0.902,0.0981,0.10376,0.8965,0.02263,0.9775,0.831,0.1688,0.84,0.1603
168.jpg,19.806629180908203,0.8532466888427734,0.9326,0.06757,0.3242,0.676,0.04025,0.96,0.78,0.22,0.589,0.4111
169.jpg,17.61435890197754,0.7253885865211487,0.8335,0.1666,0.766,0.2338,0.0981,0.902,0.9683,0.03162,0.06464,0.9355
170.jpg,20.130712509155273,0.8641578555107117,0.9644,0.03568,0.2281,0.772,0.0804,0.9194,0.496,0.504,0.6226,0.3774
171.jpg,19.657384872436523,0.8252934813499451,0.9253,0.07477,0.965,0.03516,0.9424,0.0575,0.9873,0.01263,0.0742,0.926
172.jpg,22.947011947631836,0.9037536978721619,0.731,0.269,0.171,0.829,0.2942,0.7056,0.82,0.18,0.6333,0.3667
173.jpg,23.89896583557129,0.9185459017753601,0.7153,0.2847,0.1624,0.8374,0.1422,0.858,0.9194,0.0804,0.508,0.4922
174.jpg,22.446767807006836,0.8935369253158569,0.1128,0.887,0.03622,0.964,0.05664,0.9434,0.8843,0.11597,0.2783,0.7217
175.jpg,20.426034927368164,0.8679708242416382,0.9194,0.0804,0.03067,0.969,0.0863,0.9136,0.4688,0.5312,0.7827,0.2173
176.jpg,21.068500518798828,0.8541523218154907,0.865,0.1348,0.4922,0.508,0.6113,0.3887,0.9575,0.04272,0.263,0.7373
177.jpg,19.79361915588379,0.8514925241470337,0.8774,0.1225,0.2451,0.755,0.0656,0.9346,0.8057,0.1943,0.585,0.4148
178.jpg,18.936798095703125,0.8131284117698669,0.57,0.4302,0.4495,0.551,0.248,0.752,0.8887,0.11127,0.3208,0.679
179.jpg,21.215362548828125,0.893608033657074,0.4456,0.5547,0.07056,0.929,0.10376,0.8965,0.9272,0.07263,0.6406,0.3594
180.jpg,20.616548538208008,0.8777186274528503,0.796,0.2043,0.547,0.4534,0.6226,0.3774,0.982,0.01799,0.1023,0.8975
181.jpg,17.788095474243164,0.7891119718551636,0.887,0.1128,0.4417,0.558,0.1896,0.8105,0.848,0.152,0.1993,0.801
182.jpg,17.939523696899414,0.8241065740585327,0.8223,0.1779,0.2394,0.7607,0.2659,0.734,0.8774,0.1225,0.254,0.746
183.jpg,19.10057830810547,0.8450782895088196,0.766,0.2338,0.824,0.1755,0.829,0.171,0.9194,0.0804,0.3594,0.6406
184.jpg,19.78608512878418,0.8452238440513611,0.9585,0.04147,0.4727,0.5273,0.4417,0.558,0.915,0.0851,0.5815,0.4187
185.jpg,22.120189666748047,0.9290696382522583,0.6187,0.381,0.0346,0.9653,0.152,0.848,0.6655,0.3345,0.1348,0.865
186.jpg,18.8419132232666,0.8148074150085449,0.9326,0.06757,0.2095,0.7905,0.231,0.769,0.902,0.0981,0.4263,0.5737
187.jpg,18.696382522583008,0.8512006402015686,0.644,0.3557,0.1294,0.8706,0.1624,0.8374,0.9272,0.07263,0.696,0.304
188.jpg,16.7233829498291,0.8383801579475403,0.734,0.2659,0.363,0.637,0.37,0.63,0.887,0.1128,0.05664,0.9434
189.jpg,17.532363891601562,0.8115534782409668,0.85,0.15,0.593,0.4072,0.4377,0.562,0.9194,0.0804,0.2815,0.7188
190.jpg,19.832460403442383,0.8424196243286133,0.921,0.0792,0.6895,0.3108,0.5776,0.4226,0.9775,0.02263,0.6406,0.3594
191.jpg,20.730976104736328,0.8629874587059021,0.813,0.1871,0.5,0.5,0.4302,0.57,0.9546,0.04535,0.3523,0.648
192.jpg,20.30622673034668,0.8690732717514038,0.596,0.4036,0.3486,0.6514,0.658,0.3416,0.953,0.04672,0.1366,0.8633
193.jpg,17.17377471923828,0.7997021675109863,0.589,0.4111,0.15,0.85,0.1277,0.8726,0.9307,0.0695,0.766,0.2338
194.jpg,20.220802307128906,0.8305765986442566,0.8335,0.1666,0.648,0.3523,0.6724,0.3276,0.982,0.01799,0.2451,0.755
195.jpg,19.32499122619629,0.8811696171760559,0.752,0.248,0.4922,0.508,0.6074,0.3923,0.951,0.04886,0.4302,0.57
196.jpg,20.766521453857422,0.8665885925292969,0.899,0.1009,0.655,0.3452,0.6,0.4,0.9688,0.03114,0.535,0.4648
197.jpg,19.466144561767578,0.8616495728492737,0.648,0.3523,0.363,0.637,0.3008,0.699,0.9243,0.07587,0.504,0.496
