image,psnr,ssim,Accurate Color Representation,Blue/Green Color Cast,Accurate and Natural Color Representation,"Inaccurate, Artifact and uncomfortable Color Cast","Harmonious, Suitable, and Aesthetically Pleasing Color Representation","Distorted, Unfitting, and Visually Displeasing Color Cast",Vibrant and vivid,Dull and washed-out,"Bright, Colorful Underwater Scene","Dim, Desaturated Underwater Colors",Crystal-clear and Unobstructed Scene,Murky and Obscured View,Balanced and Well-Lit view,Underlit scene and Backlit Objects,Richly detailed, Blurry and indistinct,Sharp Aquatic Details,Blurred Movement,Natural Ambient Light,Artificial Light
10.jpg,25.741779327392578,0.9720689058303833,0.63,0.37,0.96,0.04025,0.6113,0.3887,0.922,0.07806,0.9326,0.06757,0.9766,0.02333,0.4072,0.593,0.5273,0.4727,0.966,0.0341,0.867,0.1329
11.jpg,26.622154235839844,0.9721382260322571,0.648,0.3523,0.955,0.04468,0.731,0.269,0.9004,0.0995,0.99,0.00971,0.9966,0.003223,0.11127,0.8887,0.604,0.396,0.831,0.1688,0.899,0.1009
12.jpg,27.708589553833008,0.9742464423179626,0.7607,0.2394,0.977,0.02298,0.5776,0.4226,0.803,0.1968,0.967,0.03308,0.9863,0.01343,0.1582,0.842,0.5547,0.4456,0.915,0.0851,0.82,0.18
13.jpg,26.736148834228516,0.971856415271759,0.867,0.1329,0.9883,0.01187,0.6826,0.3174,0.942,0.05835,0.985,0.01495,0.976,0.0237,0.558,0.4417,0.6724,0.3276,0.922,0.07806,0.8965,0.10376
14.jpg,28.492145538330078,0.9609930515289307,0.11127,0.8887,0.964,0.03622,0.6406,0.3594,0.3074,0.693,0.6655,0.3345,0.986,0.01428,0.0914,0.9087,0.4,0.6,0.965,0.03516,0.9272,0.07263
15.jpg,27.023569107055664,0.9715362787246704,0.696,0.304,0.984,0.01616,0.7056,0.2942,0.9136,0.0863,0.9844,0.01567,0.9873,0.01263,0.3667,0.6333,0.4844,0.5156,0.9087,0.0914,0.906,0.094
16.jpg,25.76014518737793,0.9494162797927856,0.231,0.769,0.881,0.1192,0.6655,0.3345,0.769,0.231,0.9175,0.0827,0.9873,0.01263,0.3345,0.6655,0.558,0.4417,0.96,0.04025,0.8633,0.1366
17.jpg,26.34946632385254,0.9713791608810425,0.658,0.3416,0.98,0.02002,0.8774,0.1225,0.9004,0.0995,0.9727,0.02759,0.969,0.03067,0.314,0.686,0.7056,0.2942,0.911,0.0888,0.8335,0.1666
18.jpg,25.633394241333008,0.9696498513221741,0.669,0.331,0.9824,0.01744,0.7056,0.2942,0.895,0.1052,0.9746,0.02556,0.9614,0.03845,0.2018,0.7983,0.3923,0.6074,0.7217,0.2783,0.8706,0.1294
19.jpg,25.374271392822266,0.9684670567512512,0.658,0.3416,0.9824,0.01772,0.7056,0.2942,0.915,0.0851,0.9497,0.05032,0.9746,0.02518,0.4456,0.5547,0.4844,0.5156,0.907,0.0927,0.8774,0.1225
20.jpg,22.989511489868164,0.9699000716209412,0.2974,0.7026,0.9717,0.02844,0.6895,0.3108,0.0637,0.9365,0.314,0.686,0.9316,0.06854,0.593,0.4072,0.829,0.171,0.9854,0.01473,0.854,0.1461
21.jpg,23.375579833984375,0.9681596755981445,0.566,0.434,0.9873,0.01263,0.7373,0.263,0.05032,0.9497,0.3667,0.6333,0.876,0.1242,0.03818,0.962,0.2451,0.755,0.9937,0.00619,0.8916,0.1082
22.jpg,26.93474006652832,0.97126305103302,0.3594,0.6406,0.986,0.01406,0.648,0.3523,0.07056,0.929,0.4456,0.5547,0.9346,0.0656,0.0601,0.94,0.2422,0.758,0.9927,0.00746,0.951,0.04886
23.jpg,27.662094116210938,0.9691482782363892,0.5,0.5,0.9937,0.00619,0.89,0.1097,0.3594,0.6406,0.4883,0.5117,0.8105,0.1896,0.10376,0.8965,0.2451,0.755,0.9956,0.004467,0.946,0.0542
24.jpg,25.54619026184082,0.9677724838256836,0.693,0.3074,0.9717,0.02844,0.7056,0.2942,0.0851,0.915,0.1603,0.84,0.899,0.1009,0.03845,0.9614,0.3667,0.6333,0.9985,0.001367,0.9365,0.0637
25.jpg,28.91053581237793,0.9618489146232605,0.1582,0.842,0.9443,0.05582,0.8335,0.1666,0.831,0.1688,0.955,0.04468,0.993,0.00701,0.07263,0.9272,0.5547,0.4456,0.9653,0.0346,0.94,0.0601
26.jpg,24.17469024658203,0.9678922295570374,0.6514,0.3486,0.9688,0.03114,0.731,0.269,0.02635,0.9736,0.1082,0.8916,0.3242,0.676,0.0346,0.9653,0.06854,0.9316,0.9653,0.0346,0.9497,0.05032
27.jpg,23.691482543945312,0.9676554203033447,0.743,0.2568,0.984,0.0159,0.7124,0.2878,0.1277,0.8726,0.1192,0.881,0.769,0.231,0.0637,0.9365,0.2394,0.7607,0.9893,0.01082,0.9346,0.0656
28.jpg,24.616268157958984,0.9447148442268372,0.4187,0.5815,0.9497,0.05032,0.5776,0.4226,0.8843,0.11597,0.976,0.02405,0.992,0.007576,0.331,0.669,0.231,0.769,0.876,0.1242,0.854,0.1461
29.jpg,23.586252212524414,0.968913197517395,0.743,0.2568,0.997,0.003124,0.929,0.07056,0.2338,0.766,0.63,0.37,0.7607,0.2394,0.1294,0.8706,0.3208,0.679,0.9927,0.007122,0.942,0.05835
30.jpg,23.834060668945312,0.9708924293518066,0.8354,0.1646,0.982,0.01826,0.686,0.314,0.3242,0.676,0.4072,0.593,0.923,0.07697,0.10376,0.8965,0.4036,0.596,0.996,0.003824,0.9585,0.04147
31.jpg,23.2115421295166,0.9699985980987549,0.7124,0.2878,0.9775,0.02263,0.5195,0.4805,0.1943,0.8057,0.4534,0.547,0.7983,0.2018,0.1404,0.86,0.1848,0.8154,0.992,0.007812,0.951,0.04886
32.jpg,23.775428771972656,0.968614935874939,0.8706,0.1294,0.9863,0.01385,0.788,0.212,0.4187,0.5815,0.6724,0.3276,0.7607,0.2394,0.2751,0.725,0.3108,0.6895,0.993,0.00669,0.915,0.0851
33.jpg,24.129432678222656,0.9687239527702332,0.381,0.6187,0.9727,0.02759,0.731,0.269,0.248,0.752,0.4727,0.5273,0.772,0.2281,0.1023,0.8975,0.4727,0.5273,0.9907,0.009415,0.9136,0.0863
34.jpg,24.881925582885742,0.9662742018699646,0.504,0.496,0.824,0.1755,0.3074,0.693,0.0888,0.911,0.3108,0.6895,0.9565,0.04337,0.04147,0.9585,0.3108,0.6895,0.9966,0.003376,0.972,0.02802
35.jpg,21.34918975830078,0.9247673153877258,0.1733,0.8267,0.906,0.094,0.4377,0.562,0.1128,0.887,0.905,0.09534,0.961,0.03906,0.02596,0.974,0.1943,0.8057,0.945,0.055,0.9585,0.04147
36.jpg,28.825637817382812,0.9623754620552063,0.3008,0.699,0.972,0.02802,0.755,0.2451,0.6,0.4,0.874,0.126,0.986,0.01406,0.11755,0.8823,0.5,0.5,0.971,0.02887,0.9136,0.0863
37.jpg,20.271038055419922,0.9189654588699341,0.3452,0.655,0.899,0.1009,0.2095,0.7905,0.0534,0.947,0.8823,0.11755,0.921,0.0792,0.02034,0.9795,0.331,0.669,0.89,0.1097,0.9614,0.03845
38.jpg,20.737674713134766,0.919824481010437,0.272,0.728,0.865,0.1348,0.2366,0.7637,0.0901,0.9097,0.644,0.3557,0.9185,0.08154,0.04535,0.9546,0.3774,0.6226,0.958,0.04208,0.959,0.04083
39.jpg,21.35993766784668,0.9329772591590881,0.3557,0.644,0.725,0.2751,0.1067,0.893,0.0637,0.9365,0.4495,0.551,0.8916,0.1082,0.044,0.956,0.5273,0.4727,0.9775,0.0223,0.956,0.044
40.jpg,25.77086067199707,0.9545319676399231,0.585,0.4148,0.915,0.0851,0.543,0.457,0.915,0.0851,0.947,0.0534,0.984,0.01616,0.3667,0.6333,0.2847,0.7153,0.9253,0.07477,0.749,0.251
41.jpg,23.410388946533203,0.9462717175483704,0.4688,0.5312,0.8857,0.1144,0.1348,0.865,0.07367,0.9263,0.2255,0.7744,0.902,0.0981,0.01116,0.989,0.09534,0.905,0.899,0.1009,0.9653,0.0346
42.jpg,23.655685424804688,0.9468282461166382,0.2069,0.793,0.4883,0.5117,0.1943,0.8057,0.1461,0.854,0.3774,0.6226,0.923,0.07697,0.0159,0.984,0.2568,0.743,0.9434,0.05664,0.921,0.0792
43.jpg,23.950897216796875,0.9405080676078796,0.2147,0.785,0.7983,0.2018,0.22,0.78,0.1561,0.8438,0.4648,0.535,0.953,0.04672,0.02162,0.9785,0.3381,0.662,0.8887,0.11127,0.94,0.0601
44.jpg,24.37563133239746,0.9414427876472473,0.3738,0.626,0.8965,0.10376,0.385,0.615,0.07587,0.9243,0.2338,0.766,0.905,0.09534,0.02596,0.974,0.4226,0.5776,0.9873,0.012825,0.96,0.04025
45.jpg,23.69550323486328,0.9454920887947083,0.1968,0.803,0.696,0.304,0.637,0.363,0.1144,0.8857,0.3208,0.679,0.945,0.055,0.07263,0.9272,0.304,0.696,0.9683,0.03162,0.907,0.0927
46.jpg,24.357393264770508,0.9516364336013794,0.3242,0.676,0.7773,0.2227,0.385,0.615,0.1919,0.808,0.551,0.4495,0.9175,0.0827,0.02596,0.974,0.2815,0.7188,0.9263,0.07367,0.946,0.0542
47.jpg,19.965383529663086,0.7900505661964417,0.1067,0.893,0.8706,0.1294,0.2147,0.785,0.4648,0.535,0.3923,0.6074,0.9473,0.0526,0.01495,0.985,0.0496,0.95,0.989,0.01116,0.8154,0.1848
48.jpg,24.11126136779785,0.9438433647155762,0.2451,0.755,0.4727,0.5273,0.3923,0.6074,0.2227,0.7773,0.508,0.4922,0.963,0.03732,0.01616,0.984,0.5,0.5,0.9473,0.0526,0.945,0.055
49.jpg,26.05307388305664,0.9446413516998291,0.461,0.539,0.6,0.4,0.644,0.3557,0.1733,0.8267,0.4766,0.5234,0.915,0.0851,0.1384,0.8613,0.434,0.566,0.946,0.0542,0.8774,0.1225
50.jpg,24.907142639160156,0.9225462079048157,0.2147,0.785,0.824,0.1755,0.78,0.22,0.3276,0.6724,0.679,0.3208,0.941,0.0592,0.126,0.874,0.263,0.7373,0.985,0.01519,0.955,0.04468
51.jpg,25.464317321777344,0.9090394973754883,0.2815,0.7188,0.788,0.212,0.496,0.504,0.1144,0.8857,0.2815,0.7188,0.9546,0.04535,0.0223,0.9775,0.3208,0.679,0.976,0.0237,0.9604,0.03964
52.jpg,26.331520080566406,0.9592665433883667,0.57,0.4302,0.9194,0.0804,0.3416,0.658,0.7637,0.2366,0.966,0.0341,0.983,0.01718,0.2751,0.725,0.1404,0.86,0.921,0.0792,0.8105,0.1896
53.jpg,26.455289840698242,0.8999056220054626,0.3208,0.679,0.5737,0.4263,0.4495,0.551,0.1329,0.867,0.5117,0.4883,0.9136,0.0863,0.01263,0.9873,0.396,0.604,0.9854,0.01473,0.9487,0.0511
54.jpg,26.588857650756836,0.961577296257019,0.434,0.566,0.978,0.02194,0.7983,0.2018,0.824,0.1755,0.911,0.0888,0.99,0.00956,0.0927,0.907,0.171,0.829,0.7373,0.263,0.8975,0.1023
55.jpg,27.9957332611084,0.9640393257141113,0.4534,0.547,0.911,0.0888,0.74,0.2598,0.803,0.1968,0.876,0.1242,0.9663,0.0336,0.1052,0.895,0.3416,0.658,0.831,0.1688,0.8843,0.11597
56.jpg,27.327171325683594,0.9610355496406555,0.434,0.566,0.982,0.01799,0.85,0.15,0.7217,0.2783,0.9575,0.04272,0.956,0.044,0.0981,0.902,0.1993,0.801,0.699,0.3008,0.937,0.0628
57.jpg,27.619680404663086,0.9604591727256775,0.5776,0.4226,0.975,0.0248,0.731,0.269,0.766,0.2338,0.84,0.1603,0.955,0.04468,0.1646,0.8354,0.1919,0.808,0.9087,0.0914,0.929,0.07056
58.jpg,28.698469161987305,0.9622862935066223,0.094,0.906,0.9688,0.03114,0.7983,0.2018,0.6,0.4,0.858,0.1422,0.976,0.02405,0.10376,0.8965,0.3738,0.626,0.9175,0.0827,0.9336,0.0666
59.jpg,28.48953628540039,0.9617316126823425,0.381,0.6187,0.9653,0.0346,0.7983,0.2018,0.8154,0.1848,0.8633,0.1366,0.9883,0.011505,0.1144,0.8857,0.2255,0.7744,0.9243,0.07587,0.842,0.1582
60.jpg,28.738380432128906,0.9586544036865234,0.4148,0.585,0.9844,0.01567,0.842,0.1582,0.911,0.0888,0.9443,0.05582,0.9824,0.01744,0.07056,0.929,0.1943,0.8057,0.867,0.1329,0.8706,0.1294
61.jpg,28.295909881591797,0.9522116780281067,0.4187,0.5815,0.948,0.05185,0.725,0.2751,0.7153,0.2847,0.8857,0.1144,0.9946,0.005302,0.0637,0.9365,0.269,0.731,0.858,0.1422,0.902,0.0981
62.jpg,28.657930374145508,0.9544671177864075,0.4883,0.5117,0.973,0.02676,0.74,0.2598,0.7124,0.2878,0.9326,0.06757,0.9937,0.00639,0.03568,0.9644,0.2451,0.755,0.954,0.04602,0.9272,0.07263
63.jpg,28.237873077392578,0.9514447450637817,0.648,0.3523,0.958,0.04208,0.63,0.37,0.772,0.2281,0.941,0.0592,0.997,0.002846,0.02263,0.9775,0.1561,0.8438,0.86,0.1404,0.966,0.0341
64.jpg,28.722591400146484,0.964388906955719,0.385,0.615,0.9434,0.05664,0.648,0.3523,0.9717,0.02844,0.992,0.007576,0.9956,0.00433,0.3416,0.658,0.585,0.4148,0.954,0.04602,0.755,0.2451
65.jpg,28.392681121826172,0.953015148639679,0.504,0.496,0.9897,0.01001,0.7217,0.2783,0.743,0.2568,0.956,0.044,0.992,0.007576,0.03516,0.965,0.2069,0.793,0.8965,0.10376,0.916,0.08386
66.jpg,26.94297218322754,0.9511171579360962,0.7744,0.2255,0.962,0.0379,0.593,0.4072,0.331,0.669,0.743,0.2568,0.996,0.003765,0.0159,0.984,0.2281,0.772,0.942,0.05835,0.947,0.0534
67.jpg,27.56536293029785,0.9628214240074158,0.4922,0.508,0.9746,0.02556,0.4844,0.5156,0.831,0.1688,0.97,0.02975,0.994,0.00582,0.0534,0.947,0.2147,0.785,0.9365,0.0637,0.8843,0.11597
68.jpg,26.931798934936523,0.9569677710533142,0.4805,0.5195,0.941,0.0592,0.4688,0.5312,0.7217,0.2783,0.95,0.0496,0.9976,0.00236,0.1009,0.899,0.585,0.4148,0.928,0.0716,0.676,0.3242
69.jpg,28.212142944335938,0.9624656438827515,0.18,0.82,0.953,0.04672,0.7026,0.2974,0.461,0.539,0.856,0.1442,0.979,0.02097,0.07697,0.923,0.385,0.615,0.947,0.0534,0.9243,0.07587
70.jpg,25.797422409057617,0.9501754641532898,0.434,0.566,0.9634,0.03677,0.5156,0.4844,0.8105,0.1896,0.9326,0.06757,0.992,0.007812,0.5312,0.4688,0.263,0.7373,0.9443,0.05582,0.7124,0.2878
71.jpg,23.048877716064453,0.9660983085632324,0.03114,0.9688,0.4922,0.508,0.3174,0.6826,0.0248,0.975,0.1824,0.8174,0.8335,0.1666,0.314,0.686,0.1329,0.867,0.9688,0.03114,0.82,0.18
72.jpg,21.058948516845703,0.941785991191864,0.4456,0.5547,0.788,0.212,0.3486,0.6514,0.06464,0.9355,0.2878,0.7124,0.8975,0.1023,0.5,0.5,0.11597,0.8843,0.915,0.0851,0.8706,0.1294
73.jpg,18.148082733154297,0.8378757238388062,0.6187,0.381,0.4883,0.5117,0.2422,0.758,0.01971,0.9805,0.11127,0.8887,0.696,0.304,0.363,0.637,0.0914,0.9087,0.9355,0.06464,0.865,0.1348
74.jpg,19.613201141357422,0.9072582721710205,0.2942,0.7056,0.2018,0.7983,0.4805,0.5195,0.1993,0.801,0.615,0.385,0.696,0.304,0.0628,0.937,0.0792,0.921,0.867,0.1329,0.693,0.3074
75.jpg,25.753652572631836,0.9731950163841248,0.0619,0.938,0.4688,0.5312,0.589,0.4111,0.171,0.829,0.363,0.637,0.801,0.1993,0.4072,0.593,0.8438,0.1561,0.9897,0.01049,0.7905,0.2095
76.jpg,19.187253952026367,0.9494605660438538,0.1646,0.8354,0.788,0.212,0.5,0.5,0.06464,0.9355,0.2659,0.734,0.9746,0.02518,0.4302,0.57,0.4187,0.5815,0.9756,0.02443,0.8335,0.1666
77.jpg,21.379789352416992,0.9127181172370911,0.1603,0.84,0.3452,0.655,0.2659,0.734,0.00701,0.993,0.03964,0.9604,0.8613,0.1384,0.8613,0.1384,0.7124,0.2878,0.9937,0.00619,0.8438,0.1561
78.jpg,16.89095115661621,0.8860920071601868,0.0888,0.911,0.304,0.696,0.1666,0.8335,0.0888,0.911,0.2815,0.7188,0.9004,0.0995,0.248,0.752,0.1422,0.858,0.9004,0.0995,0.6895,0.3108
79.jpg,23.06017303466797,0.9295012950897217,0.2018,0.7983,0.3276,0.6724,0.2147,0.785,0.08154,0.9185,0.1968,0.803,0.752,0.248,0.05664,0.9434,0.1561,0.8438,0.881,0.1192,0.7905,0.2095
80.jpg,29.060081481933594,0.9627257585525513,0.1666,0.8335,0.9634,0.03677,0.8057,0.1943,0.731,0.269,0.911,0.0888,0.9844,0.01567,0.07477,0.9253,0.4226,0.5776,0.9473,0.0526,0.9355,0.06464
81.jpg,21.94310760498047,0.9554402828216553,0.1277,0.8726,0.2043,0.796,0.272,0.728,0.04672,0.953,0.11597,0.8843,0.8613,0.1384,0.3416,0.658,0.385,0.615,0.865,0.1348,0.558,0.4417
82.jpg,19.803133010864258,0.8784919381141663,0.1603,0.84,0.6226,0.3774,0.396,0.604,0.04468,0.955,0.171,0.829,0.693,0.3074,0.4072,0.593,0.1052,0.895,0.9775,0.02263,0.9126,0.0876
83.jpg,24.22756004333496,0.9564425349235535,0.769,0.231,0.8843,0.11597,0.4727,0.5273,0.04742,0.9526,0.1481,0.852,0.655,0.3452,0.551,0.4495,0.2974,0.7026,0.9663,0.0336,0.796,0.2043
84.jpg,22.109600067138672,0.899711012840271,0.829,0.171,0.7217,0.2783,0.2451,0.755,0.0379,0.962,0.1052,0.895,0.37,0.63,0.905,0.09534,0.788,0.212,0.9946,0.00547,0.693,0.3074
85.jpg,24.90716552734375,0.9548605680465698,0.5547,0.4456,0.842,0.1582,0.5156,0.4844,0.0511,0.9487,0.1461,0.854,0.7153,0.2847,0.602,0.398,0.8174,0.1824,0.997,0.002758,0.8633,0.1366
86.jpg,23.61236572265625,0.9260801672935486,0.3242,0.676,0.5156,0.4844,0.5312,0.4688,0.03516,0.965,0.1582,0.842,0.78,0.22,0.5117,0.4883,0.3594,0.6406,0.9443,0.05582,0.922,0.07806
87.jpg,23.43339729309082,0.9319705367088318,0.1348,0.865,0.0534,0.947,0.1144,0.8857,0.03308,0.967,0.0601,0.94,0.842,0.1582,0.1666,0.8335,0.558,0.4417,0.9824,0.01772,0.676,0.3242
88.jpg,25.507591247558594,0.9618508815765381,0.2018,0.7983,0.8916,0.1082,0.769,0.231,0.04535,0.9546,0.4263,0.5737,0.9355,0.06464,0.1919,0.808,0.5547,0.4456,0.982,0.01826,0.686,0.314
89.jpg,23.80489158630371,0.9398396015167236,0.3174,0.6826,0.676,0.3242,0.539,0.461,0.06757,0.9326,0.1582,0.842,0.8965,0.10376,0.4,0.6,0.461,0.539,0.9795,0.02034,0.905,0.09534
90.jpg,23.732873916625977,0.9562967419624329,0.1312,0.8687,0.3557,0.644,0.3594,0.6406,0.009415,0.9907,0.06854,0.9316,0.593,0.4072,0.644,0.3557,0.3174,0.6826,0.991,0.00885,0.709,0.291
91.jpg,28.810026168823242,0.9605357050895691,0.1442,0.856,0.966,0.0341,0.648,0.3523,0.5,0.5,0.923,0.07697,0.9844,0.01567,0.04813,0.9517,0.385,0.615,0.959,0.04083,0.945,0.055
92.jpg,25.26921272277832,0.9619596004486084,0.3452,0.655,0.7373,0.263,0.1277,0.8726,0.02194,0.978,0.385,0.615,0.982,0.01799,0.3174,0.6826,0.01567,0.9844,0.808,0.1919,0.7983,0.2018
93.jpg,32.238311767578125,0.9760715365409851,0.003708,0.996,0.1919,0.808,0.3667,0.6333,0.1755,0.824,0.5312,0.4688,0.9336,0.0666,0.251,0.749,0.725,0.2751,0.986,0.01428,0.662,0.3381
94.jpg,24.94464683532715,0.9601539373397827,0.5737,0.4263,0.1097,0.89,0.0804,0.9194,0.0346,0.9653,0.0981,0.902,0.696,0.304,0.1461,0.854,0.22,0.78,0.96,0.04025,0.626,0.3738
95.jpg,30.6491756439209,0.9635991454124451,0.291,0.709,0.7827,0.2173,0.3594,0.6406,0.4766,0.5234,0.8687,0.1312,0.8965,0.10376,0.0901,0.9097,0.0637,0.9365,0.8726,0.1277,0.8457,0.154
96.jpg,32.00190353393555,0.9731025695800781,0.272,0.728,0.7373,0.263,0.5117,0.4883,0.4417,0.558,0.8823,0.11755,0.9443,0.05582,0.0326,0.9673,0.5815,0.4187,0.911,0.0888,0.6226,0.3774
97.jpg,22.419973373413086,0.9504722356796265,0.2394,0.7607,0.1384,0.8613,0.11755,0.8823,0.212,0.788,0.2974,0.7026,0.974,0.02596,0.02887,0.971,0.539,0.461,0.9785,0.02162,0.562,0.4377
98.jpg,22.72504997253418,0.9600657820701599,0.539,0.461,0.3774,0.6226,0.2751,0.725,0.7373,0.263,0.63,0.37,0.9473,0.0526,0.0526,0.9473,0.831,0.1688,0.998,0.001782,0.734,0.2659
99.jpg,22.268346786499023,0.9515171051025391,0.461,0.539,0.2422,0.758,0.05664,0.9434,0.4072,0.593,0.1624,0.8374,0.8726,0.1277,0.07806,0.922,0.5117,0.4883,0.9824,0.01772,0.749,0.251
100.jpg,29.158466339111328,0.9720489382743835,0.731,0.269,0.9634,0.03677,0.648,0.3523,0.304,0.696,0.686,0.314,0.876,0.1242,0.0511,0.9487,0.547,0.4534,0.979,0.02097,0.6226,0.3774
101.jpg,31.515363693237305,0.9720090627670288,0.381,0.6187,0.8916,0.1082,0.6406,0.3594,0.2422,0.758,0.7026,0.2974,0.8633,0.1366,0.0628,0.937,0.3208,0.679,0.8916,0.1082,0.699,0.3008
102.jpg,28.482637405395508,0.9584023356437683,0.1023,0.8975,0.8823,0.11755,0.6406,0.3594,0.4148,0.585,0.86,0.1404,0.9897,0.01049,0.01912,0.981,0.4883,0.5117,0.9316,0.06854,0.911,0.0888
103.jpg,32.775936126708984,0.9751135110855103,0.3008,0.699,0.8774,0.1225,0.539,0.461,0.3242,0.676,0.731,0.269,0.976,0.02405,0.04083,0.959,0.263,0.7373,0.916,0.08386,0.679,0.3208
104.jpg,32.52187728881836,0.9758711457252502,0.3108,0.6895,0.6074,0.3923,0.2659,0.734,0.1348,0.865,0.2255,0.7744,0.9707,0.02931,0.03622,0.964,0.4377,0.562,0.974,0.02596,0.6895,0.3108
105.jpg,32.380760192871094,0.9648770689964294,0.1009,0.899,0.5234,0.4766,0.562,0.4377,0.171,0.829,0.496,0.504,0.9897,0.01017,0.00871,0.991,0.5,0.5,0.984,0.01616,0.4883,0.5117
106.jpg,31.115589141845703,0.9802074432373047,0.3242,0.676,0.848,0.152,0.669,0.331,0.2173,0.7827,0.566,0.434,0.9683,0.03162,0.01971,0.9805,0.5,0.5,0.9795,0.02034,0.5273,0.4727
107.jpg,31.716249465942383,0.9787936806678772,0.824,0.1755,0.893,0.1067,0.699,0.3008,0.2394,0.7607,0.3108,0.6895,0.5737,0.4263,0.3008,0.699,0.3523,0.648,0.876,0.1242,0.85,0.15
108.jpg,32.84913635253906,0.9814220666885376,0.3208,0.679,0.895,0.1052,0.696,0.304,0.381,0.6187,0.758,0.2422,0.9326,0.06757,0.0876,0.9126,0.2847,0.7153,0.96,0.04025,0.644,0.3557
109.jpg,33.0017204284668,0.9816575050354004,0.248,0.752,0.785,0.2147,0.6,0.4,0.3276,0.6724,0.6226,0.3774,0.887,0.1128,0.0967,0.9033,0.696,0.304,0.983,0.01692,0.4844,0.5156
110.jpg,31.936159133911133,0.9810436367988586,0.126,0.874,0.5,0.5,0.3452,0.655,0.0592,0.941,0.263,0.7373,0.9033,0.0967,0.0716,0.928,0.09534,0.905,0.895,0.1052,0.593,0.4072
111.jpg,27.805631637573242,0.9786039590835571,0.04147,0.9585,0.725,0.2751,0.3923,0.6074,0.2394,0.7607,0.2974,0.7026,0.979,0.02097,0.0914,0.9087,0.84,0.1603,0.9746,0.02556,0.626,0.3738
112.jpg,33.210147857666016,0.9817357659339905,0.2659,0.734,0.796,0.2043,0.2942,0.7056,0.2815,0.7188,0.658,0.3416,0.954,0.04602,0.07697,0.923,0.5776,0.4226,0.965,0.03516,0.6514,0.3486
113.jpg,18.675968170166016,0.932528018951416,0.4302,0.57,0.9736,0.02635,0.813,0.1871,0.1824,0.8174,0.2366,0.7637,0.8965,0.10376,0.1384,0.8613,0.396,0.604,0.9526,0.04742,0.772,0.2281
114.jpg,28.764488220214844,0.9621908664703369,0.212,0.788,0.928,0.0716,0.669,0.331,0.2783,0.7217,0.743,0.2568,0.981,0.01912,0.04886,0.951,0.662,0.3381,0.9746,0.02556,0.9336,0.0666
