image,psnr,ssim,Accurate Color Representation,Blue/Green Color Cast,Vibrant and vivid,Dull and washed-out,"Bright, Colorful Underwater Scene","Dim, Desaturated Underwater Colors",Crystal-clear and Unobstructed Scene,Murky and Obscured View,Balanced and Well-Lit view,Underlit scene and Backlit Objects
55.jpg,,,0.1422,0.858,0.4456,0.5547,0.7905,0.2095,0.9194,0.0804,0.15,0.85
56.jpg,,,0.152,0.848,0.4883,0.5117,0.858,0.1422,0.9126,0.0876,0.1871,0.813
57.jpg,,,0.1348,0.865,0.547,0.4534,0.7905,0.2095,0.937,0.0628,0.1312,0.8687
58.jpg,,,0.0656,0.9346,0.396,0.604,0.648,0.3523,0.9243,0.07587,0.07056,0.929
59.jpg,,,0.1348,0.865,0.669,0.331,0.7827,0.2173,0.94,0.0601,0.07587,0.9243
60.jpg,,,0.15,0.85,0.752,0.248,0.8726,0.1277,0.9365,0.0637,0.0995,0.9004
61.jpg,,,0.154,0.8457,0.6826,0.3174,0.82,0.18,0.979,0.02097,0.1779,0.8223
62.jpg,,,0.2783,0.7217,0.793,0.2069,0.8857,0.1144,0.9736,0.02635,0.1128,0.887
63.jpg,,,0.263,0.7373,0.749,0.251,0.89,0.1097,0.983,0.01718,0.03021,0.9697
64.jpg,,,0.0619,0.938,0.948,0.05185,0.9795,0.02065,0.985,0.01495,0.2366,0.7637
65.jpg,,,0.22,0.78,0.644,0.3557,0.8687,0.1312,0.984,0.0159,0.1666,0.8335
66.jpg,,,0.3345,0.6655,0.5547,0.4456,0.8438,0.1561,0.9785,0.02162,0.1067,0.893
67.jpg,,,0.12085,0.879,0.902,0.0981,0.969,0.03067,0.979,0.02097,0.304,0.696
68.jpg,,,0.09534,0.905,0.9673,0.0326,0.984,0.0159,0.986,0.01428,0.4417,0.558
69.jpg,,,0.04208,0.958,0.4302,0.57,0.8354,0.1646,0.97,0.02975,0.0927,0.907
70.jpg,,,0.06854,0.9316,0.95,0.0496,0.941,0.0592,0.9175,0.0827,0.82,0.18
71.jpg,,,0.1896,0.8105,0.06464,0.9355,0.1481,0.852,0.887,0.1128,0.3242,0.676
72.jpg,,,0.2568,0.743,0.04535,0.9546,0.1666,0.8335,0.928,0.0716,0.508,0.4922
73.jpg,,,0.1666,0.8335,0.08386,0.916,0.1144,0.8857,0.793,0.2069,0.1733,0.8267
74.jpg,,,0.385,0.615,0.5156,0.4844,0.4844,0.5156,0.8823,0.11755,0.02518,0.9746
75.jpg,,,0.06464,0.9355,0.3345,0.6655,0.3416,0.658,0.8687,0.1312,0.1192,0.881
76.jpg,,,0.2659,0.734,0.02887,0.971,0.11597,0.8843,0.9355,0.06464,0.2783,0.7217
77.jpg,,,0.1733,0.8267,0.03622,0.964,0.1023,0.8975,0.852,0.1481,0.547,0.4534
78.jpg,,,0.0827,0.9175,0.09534,0.905,0.212,0.788,0.887,0.1128,0.1481,0.852
79.jpg,,,0.2659,0.734,0.08386,0.916,0.1461,0.854,0.813,0.1871,0.1192,0.881
80.jpg,,,0.1384,0.8613,0.585,0.4148,0.8057,0.1943,0.905,0.09534,0.1128,0.887
81.jpg,,,0.05582,0.9443,0.1624,0.8374,0.22,0.78,0.953,0.04672,0.02333,0.9766
82.jpg,,,0.1242,0.876,0.02065,0.9795,0.07477,0.9253,0.551,0.4495,0.1277,0.8726
83.jpg,,,0.381,0.6187,0.02194,0.978,0.05835,0.942,0.4187,0.5815,0.3452,0.655
84.jpg,,,0.7607,0.2394,0.0656,0.9346,0.0967,0.9033,0.4263,0.5737,0.4263,0.5737
85.jpg,,,0.0792,0.921,0.0601,0.94,0.0888,0.911,0.769,0.231,0.1009,0.899
86.jpg,,,0.3774,0.6226,0.02802,0.972,0.0927,0.907,0.5547,0.4456,0.3208,0.679
87.jpg,,,0.1294,0.8706,0.02975,0.97,0.04468,0.955,0.676,0.3242,0.0628,0.937
88.jpg,,,0.385,0.615,0.04208,0.958,0.1646,0.8354,0.796,0.2043,0.06323,0.9365
89.jpg,,,0.0804,0.9194,0.1779,0.8223,0.1871,0.813,0.9185,0.08154,0.11597,0.8843
90.jpg,,,0.1968,0.803,0.0341,0.966,0.07367,0.9263,0.699,0.3008,0.0888,0.911
91.jpg,,,0.0981,0.902,0.4534,0.547,0.803,0.1968,0.9326,0.06757,0.1294,0.8706
92.jpg,,,0.2227,0.7773,0.1052,0.895,0.385,0.615,0.968,0.0321,0.3486,0.6514
93.jpg,,,0.01116,0.989,0.461,0.539,0.7607,0.2394,0.8965,0.10376,0.07056,0.929
94.jpg,,,0.2847,0.7153,0.0666,0.9336,0.0995,0.9004,0.725,0.2751,0.0526,0.9473
95.jpg,,,0.1993,0.801,0.7124,0.2878,0.874,0.126,0.893,0.1067,0.0237,0.976
96.jpg,,,0.2451,0.755,0.385,0.615,0.637,0.363,0.895,0.1052,0.0341,0.966
97.jpg,,,0.248,0.752,0.363,0.637,0.2783,0.7217,0.928,0.0716,0.03906,0.961
98.jpg,,,0.457,0.543,0.709,0.291,0.4805,0.5195,0.947,0.0534,0.01343,0.9863
99.jpg,,,0.4805,0.5195,0.5547,0.4456,0.248,0.752,0.887,0.1128,0.044,0.956
100.jpg,,,0.22,0.78,0.508,0.4922,0.7026,0.2974,0.9355,0.06464,0.0511,0.9487
101.jpg,,,0.251,0.749,0.2422,0.758,0.558,0.4417,0.8887,0.11127,0.0869,0.913
102.jpg,,,0.04025,0.96,0.2974,0.7026,0.793,0.2069,0.9443,0.05582,0.05835,0.942
103.jpg,,,0.1733,0.8267,0.3242,0.676,0.585,0.4148,0.965,0.03516,0.0863,0.9136
104.jpg,,,0.4187,0.5815,0.2422,0.758,0.304,0.696,0.9546,0.04535,0.02844,0.9717
105.jpg,,,0.3452,0.655,0.331,0.669,0.3774,0.6226,0.9785,0.02129,0.0109,0.9893
106.jpg,,,0.2751,0.725,0.3345,0.6655,0.5195,0.4805,0.946,0.0542,0.03162,0.9683
107.jpg,,,0.8223,0.1779,0.291,0.709,0.585,0.4148,0.655,0.3452,0.314,0.686
108.jpg,,,0.18,0.82,0.4377,0.562,0.4688,0.5312,0.9526,0.04742,0.08093,0.919
109.jpg,,,0.1422,0.858,0.4302,0.57,0.655,0.3452,0.8887,0.11127,0.0927,0.907
110.jpg,,,0.2394,0.7607,0.248,0.752,0.596,0.4036,0.9326,0.06757,0.05624,0.944
111.jpg,,,0.1384,0.8613,0.22,0.78,0.543,0.457,0.964,0.03622,0.03964,0.9604
112.jpg,,,0.2847,0.7153,0.385,0.615,0.3887,0.6113,0.959,0.04083,0.04602,0.954
113.jpg,,,0.4111,0.589,0.2568,0.743,0.37,0.63,0.8374,0.1624,0.05582,0.9443
114.jpg,,,0.0511,0.9487,0.3174,0.6826,0.749,0.251,0.9727,0.02759,0.07587,0.9243
115.jpg,,,0.0575,0.9424,0.5,0.5,0.5547,0.4456,0.96,0.04025,0.1082,0.8916
116.jpg,,,0.2043,0.796,0.4534,0.547,0.508,0.4922,0.7373,0.263,0.3008,0.699
117.jpg,,,0.171,0.829,0.10376,0.8965,0.381,0.6187,0.854,0.1461,0.12085,0.879
118.jpg,,,0.0876,0.9126,0.18,0.82,0.4688,0.5312,0.9473,0.0526,0.1312,0.8687
119.jpg,,,0.263,0.7373,0.2568,0.743,0.2974,0.7026,0.8438,0.1561,0.22,0.78
120.jpg,,,0.8174,0.1824,0.82,0.18,0.9443,0.05582,0.8438,0.1561,0.02655,0.9736
121.jpg,,,0.6074,0.3923,0.3276,0.6724,0.5195,0.4805,0.89,0.1097,0.1442,0.856
122.jpg,,,0.1404,0.86,0.254,0.746,0.4111,0.589,0.9863,0.01385,0.1688,0.831
123.jpg,,,0.2815,0.7188,0.0876,0.9126,0.4377,0.562,0.9546,0.04535,0.1871,0.813
124.jpg,,,0.0666,0.9336,0.461,0.539,0.7153,0.2847,0.9004,0.0995,0.0575,0.9424
125.jpg,,,0.0592,0.941,0.3594,0.6406,0.788,0.212,0.9663,0.0336,0.04535,0.9546
126.jpg,,,0.4844,0.5156,0.2255,0.7744,0.2942,0.7056,0.8887,0.11127,0.0863,0.9136
127.jpg,,,0.3381,0.662,0.2451,0.755,0.2422,0.758,0.929,0.07056,0.1329,0.867
128.jpg,,,0.551,0.4495,0.5273,0.4727,0.5776,0.4226,0.8457,0.154,0.3074,0.693
129.jpg,,,0.094,0.906,0.3452,0.655,0.585,0.4148,0.8857,0.1144,0.06052,0.9395
130.jpg,,,0.11127,0.8887,0.2069,0.793,0.126,0.874,0.895,0.1052,0.1312,0.8687
131.jpg,,,0.06097,0.939,0.2227,0.7773,0.2394,0.7607,0.8916,0.1082,0.0927,0.907
132.jpg,,,0.539,0.461,0.788,0.212,0.9443,0.05582,0.9434,0.05664,0.151,0.849
133.jpg,,,0.11127,0.8887,0.4417,0.558,0.3923,0.6074,0.8823,0.11755,0.1329,0.867
134.jpg,,,0.331,0.669,0.4534,0.547,0.662,0.3381,0.8916,0.1082,0.1896,0.8105
135.jpg,,,0.4,0.6,0.11127,0.8887,0.5234,0.4766,0.947,0.0534,0.03436,0.966
136.jpg,,,0.0526,0.9473,0.272,0.728,0.82,0.18,0.985,0.01519,0.04535,0.9546
137.jpg,,,0.1481,0.852,0.2095,0.7905,0.4187,0.5815,0.8154,0.1848,0.12085,0.879
138.jpg,,,0.1461,0.854,0.248,0.752,0.2974,0.7026,0.7124,0.2878,0.231,0.769
139.jpg,,,0.263,0.7373,0.251,0.749,0.4456,0.5547,0.7905,0.2095,0.126,0.874
140.jpg,,,0.3242,0.676,0.3557,0.644,0.4302,0.57,0.9727,0.02759,0.0542,0.946
141.jpg,,,0.314,0.686,0.1461,0.854,0.5547,0.4456,0.9473,0.0526,0.03436,0.966
142.jpg,,,0.3523,0.648,0.3208,0.679,0.566,0.434,0.893,0.1067,0.09534,0.905
143.jpg,,,0.1422,0.858,0.2751,0.725,0.4727,0.5273,0.9243,0.07587,0.01653,0.9834
144.jpg,,,0.5117,0.4883,0.731,0.269,0.7773,0.2227,0.905,0.09534,0.347,0.6533
145.jpg,,,0.0888,0.911,0.07587,0.9243,0.2847,0.7153,0.9355,0.06464,0.0914,0.9087
146.jpg,,,0.2974,0.7026,0.1688,0.831,0.3486,0.6514,0.946,0.0542,0.1779,0.8223
147.jpg,,,0.06464,0.9355,0.589,0.4111,0.793,0.2069,0.9673,0.0326,0.2281,0.772
148.jpg,,,0.0526,0.9473,0.22,0.78,0.3557,0.644,0.989,0.01116,0.4417,0.558
149.jpg,,,0.2422,0.758,0.05664,0.9434,0.434,0.566,0.867,0.1329,0.0326,0.9673
150.jpg,,,0.126,0.874,0.1848,0.8154,0.8823,0.11755,0.961,0.03906,0.02718,0.9727
151.jpg,,,0.269,0.731,0.2783,0.7217,0.604,0.396,0.8174,0.1824,0.03705,0.963
152.jpg,,,0.1968,0.803,0.543,0.457,0.82,0.18,0.942,0.05835,0.04535,0.9546
153.jpg,,,0.10376,0.8965,0.251,0.749,0.8843,0.11597,0.8916,0.1082,0.02443,0.9756
154.jpg,,,0.1848,0.8154,0.251,0.749,0.5737,0.4263,0.8354,0.1646,0.1919,0.808
155.jpg,,,0.0927,0.907,0.1666,0.8335,0.2281,0.772,0.915,0.0851,0.1277,0.8726
156.jpg,,,0.6333,0.3667,0.434,0.566,0.731,0.269,0.907,0.0927,0.1981,0.802
157.jpg,,,0.04147,0.9585,0.1871,0.813,0.0888,0.911,0.9443,0.05582,0.251,0.749
158.jpg,,,0.03732,0.963,0.57,0.4302,0.8887,0.11127,0.981,0.01912,0.154,0.8457
159.jpg,,,0.1848,0.8154,0.02129,0.9785,0.02596,0.974,0.3923,0.6074,0.2974,0.7026
161.jpg,,,0.03516,0.965,0.4766,0.5234,0.4263,0.5737,0.9634,0.03677,0.1755,0.824
162.jpg,,,0.263,0.7373,0.551,0.4495,0.808,0.1919,0.78,0.22,0.0511,0.9487
163.jpg,,,0.7637,0.2366,0.6655,0.3345,0.85,0.15,0.916,0.08386,0.1561,0.8438
164.jpg,,,0.7056,0.2942,0.0804,0.9194,0.0914,0.9087,0.5156,0.4844,0.09875,0.9014
165.jpg,,,0.457,0.543,0.0851,0.915,0.0914,0.9087,0.304,0.696,0.1277,0.8726
166.jpg,,,0.801,0.1993,0.07697,0.923,0.07806,0.922,0.4187,0.5815,0.2043,0.796
167.jpg,,,0.2878,0.7124,0.03568,0.9644,0.07477,0.9253,0.808,0.1919,0.1442,0.856
168.jpg,,,0.3208,0.679,0.07697,0.923,0.09534,0.905,0.84,0.1603,0.0592,0.941
169.jpg,,,0.504,0.496,0.1481,0.852,0.3108,0.6895,0.9546,0.04535,0.00365,0.9966
170.jpg,,,0.496,0.504,0.04272,0.9575,0.03516,0.965,0.7026,0.2974,0.4417,0.558
171.jpg,,,0.4648,0.535,0.5815,0.4187,0.785,0.2147,0.902,0.0981,0.0721,0.9277
172.jpg,,,0.3174,0.6826,0.0341,0.966,0.1329,0.867,0.461,0.539,0.57,0.4302
173.jpg,,,0.304,0.696,0.2942,0.7056,0.1733,0.8267,0.7637,0.2366,0.2815,0.7188
174.jpg,,,0.1384,0.8613,0.0927,0.907,0.03964,0.9604,0.8843,0.11597,0.08386,0.916
175.jpg,,,0.5117,0.4883,0.02034,0.9795,0.0336,0.9663,0.662,0.3381,0.2366,0.7637
176.jpg,,,0.2751,0.725,0.1225,0.8774,0.1097,0.89,0.699,0.3008,0.248,0.752
177.jpg,,,0.1871,0.813,0.02975,0.97,0.0716,0.928,0.4226,0.5776,0.4148,0.585
178.jpg,,,0.3008,0.699,0.0804,0.9194,0.10376,0.8965,0.4883,0.5117,0.1896,0.8105
179.jpg,,,0.2043,0.796,0.0341,0.966,0.22,0.78,0.852,0.1481,0.2173,0.7827
180.jpg,,,0.04813,0.9517,0.3774,0.6226,0.746,0.254,0.9795,0.02034,0.07697,0.923
181.jpg,,,0.539,0.461,0.09534,0.905,0.154,0.8457,0.4456,0.5547,0.15,0.85
182.jpg,,,0.1848,0.8154,0.008125,0.9917,0.0534,0.947,0.596,0.4036,0.304,0.696
183.jpg,,,0.508,0.4922,0.3452,0.655,0.596,0.4036,0.922,0.07806,0.05835,0.942
184.jpg,,,0.5815,0.4187,0.0237,0.976,0.04886,0.951,0.589,0.4111,0.2861,0.714
185.jpg,,,0.04083,0.959,0.04468,0.955,0.0592,0.941,0.5156,0.4844,0.03308,0.967
186.jpg,,,0.535,0.4648,0.03622,0.964,0.06757,0.9326,0.842,0.1582,0.2227,0.7773
187.jpg,,,0.2147,0.785,0.02246,0.9775,0.04337,0.9565,0.769,0.231,0.5776,0.4226
188.jpg,,,0.3276,0.6724,0.04147,0.9585,0.154,0.8457,0.8354,0.1646,0.03705,0.963
189.jpg,,,0.1646,0.8354,0.1294,0.8706,0.2147,0.785,0.9263,0.07367,0.10376,0.8965
190.jpg,,,0.434,0.566,0.3345,0.6655,0.772,0.2281,0.8613,0.1384,0.0981,0.902
191.jpg,,,0.06757,0.9326,0.4456,0.5547,0.746,0.254,0.946,0.0542,0.126,0.874
192.jpg,,,0.2942,0.7056,0.1755,0.824,0.5815,0.4187,0.8438,0.1561,0.2227,0.7773
193.jpg,,,0.1422,0.858,0.1779,0.8223,0.1919,0.808,0.911,0.0888,0.1461,0.854
194.jpg,,,0.4417,0.558,0.385,0.615,0.85,0.15,0.942,0.05835,0.00502,0.995
195.jpg,,,0.2568,0.743,0.2227,0.7773,0.3486,0.6514,0.7983,0.2018,0.0637,0.9365
196.jpg,,,0.2451,0.755,0.2783,0.7217,0.4727,0.5273,0.887,0.1128,0.1943,0.8057
197.jpg,,,0.1603,0.84,0.0695,0.9307,0.2043,0.796,0.3486,0.6514,0.3416,0.658
198.jpg,,,0.2451,0.755,0.04208,0.958,0.07477,0.9253,0.907,0.0927,0.11127,0.8887
199.jpg,,,0.3594,0.6406,0.04672,0.953,0.0827,0.9175,0.7744,0.2255,0.1943,0.8057
200.jpg,,,0.1442,0.856,0.1082,0.8916,0.154,0.8457,0.8975,0.1023,0.11127,0.8887
201.jpg,,,0.4417,0.558,0.07367,0.9263,0.094,0.906,0.637,0.363,0.1943,0.8057
202.jpg,,,0.0863,0.9136,0.5312,0.4688,0.796,0.2043,0.9307,0.0695,0.1666,0.8335
203.jpg,,,0.3381,0.662,0.0927,0.907,0.09534,0.905,0.381,0.6187,0.2173,0.7827
204.jpg,,,0.11127,0.8887,0.3667,0.6333,0.7637,0.2366,0.856,0.1442,0.0804,0.9194
205.jpg,,,0.1442,0.856,0.2751,0.725,0.728,0.272,0.848,0.152,0.0967,0.9033
206.jpg,,,0.743,0.2568,0.11755,0.8823,0.7153,0.2847,0.8457,0.154,0.007065,0.993
207.jpg,,,0.212,0.788,0.1919,0.808,0.508,0.4922,0.945,0.055,0.2147,0.785
208.jpg,,,0.248,0.752,0.331,0.669,0.74,0.2598,0.9126,0.0876,0.0628,0.937
209.jpg,,,0.1294,0.8706,0.171,0.829,0.6333,0.3667,0.953,0.04672,0.06323,0.9365
210.jpg,,,0.2422,0.758,0.154,0.8457,0.856,0.1442,0.9854,0.01473,0.02351,0.9766
211.jpg,,,0.0792,0.921,0.1993,0.801,0.746,0.254,0.9194,0.0804,0.0995,0.9004
212.jpg,,,0.2366,0.7637,0.055,0.945,0.6226,0.3774,0.8174,0.1824,0.02802,0.972
213.jpg,,,0.07056,0.929,0.4226,0.5776,0.746,0.254,0.9253,0.07477,0.1082,0.8916
214.jpg,,,0.0346,0.9653,0.3738,0.626,0.824,0.1755,0.686,0.314,0.03067,0.969
215.jpg,,,0.1067,0.893,0.6826,0.3174,0.876,0.1242,0.7124,0.2878,0.2451,0.755
216.jpg,,,0.1646,0.8354,0.37,0.63,0.6826,0.3174,0.813,0.1871,0.2255,0.7744
217.jpg,,,0.0716,0.928,0.396,0.604,0.6333,0.3667,0.8267,0.1733,0.1225,0.8774
218.jpg,,,0.4,0.6,0.1871,0.813,0.752,0.248,0.6826,0.3174,0.01678,0.9834
219.jpg,,,0.1688,0.831,0.1348,0.865,0.57,0.4302,0.8843,0.11597,0.2147,0.785
220.jpg,,,0.1097,0.89,0.539,0.461,0.8843,0.11597,0.8975,0.1023,0.1277,0.8726
221.jpg,,,0.1561,0.8438,0.3008,0.699,0.658,0.3416,0.941,0.0592,0.07806,0.922
222.jpg,,,0.461,0.539,0.3008,0.699,0.876,0.1242,0.9844,0.01543,0.04886,0.951
223.jpg,,,0.4883,0.5117,0.07263,0.9272,0.4072,0.593,0.8154,0.1848,0.231,0.769
224.jpg,,,0.171,0.829,0.04025,0.96,0.0619,0.938,0.2847,0.7153,0.1192,0.881
225.jpg,,,0.1404,0.86,0.363,0.637,0.852,0.1481,0.951,0.04886,0.0534,0.947
226.jpg,,,0.461,0.539,0.1294,0.8706,0.709,0.291,0.948,0.05185,0.331,0.669
227.jpg,,,0.06097,0.939,0.2069,0.793,0.4727,0.5273,0.9097,0.0901,0.1871,0.813
228.jpg,,,0.05185,0.948,0.1603,0.84,0.6333,0.3667,0.9688,0.03114,0.0526,0.9473
229.jpg,,,0.1144,0.8857,0.4883,0.5117,0.6074,0.3923,0.8687,0.1312,0.03732,0.963
230.jpg,,,0.4922,0.508,0.009415,0.9907,0.01302,0.987,0.769,0.231,0.3345,0.6655
231.jpg,,,0.626,0.3738,0.04083,0.959,0.0863,0.9136,0.928,0.0716,0.1603,0.84
232.jpg,,,0.3276,0.6724,0.0173,0.983,0.07477,0.9253,0.856,0.1442,0.5195,0.4805
233.jpg,,,0.585,0.4148,0.01628,0.984,0.0804,0.9194,0.457,0.543,0.3416,0.658
234.jpg,,,0.254,0.746,0.04602,0.954,0.2018,0.7983,0.734,0.2659,0.679,0.3208
235.jpg,,,0.251,0.749,0.01854,0.9814,0.0716,0.928,0.752,0.248,0.4226,0.5776
236.jpg,,,0.0995,0.9004,0.291,0.709,0.734,0.2659,0.9585,0.04147,0.0248,0.975
237.jpg,,,0.06757,0.9326,0.04083,0.959,0.2366,0.7637,0.8687,0.1312,0.07367,0.9263
238.jpg,,,0.2783,0.7217,0.02211,0.978,0.05185,0.948,0.57,0.4302,0.593,0.4072
239.jpg,,,0.3381,0.662,0.04813,0.9517,0.1144,0.8857,0.796,0.2043,0.2227,0.7773
240.jpg,,,0.8438,0.1561,0.007233,0.9927,0.01169,0.9883,0.4456,0.5547,0.4148,0.585
241.jpg,,,0.0804,0.9194,0.02737,0.9727,0.05835,0.942,0.709,0.291,0.3774,0.6226
242.jpg,,,0.2255,0.7744,0.0534,0.947,0.11755,0.8823,0.8154,0.1848,0.381,0.6187
243.jpg,,,0.1871,0.813,0.00522,0.9946,0.00956,0.99,0.1646,0.8354,0.558,0.4417
244.jpg,,,0.2815,0.7188,0.01082,0.9893,0.05185,0.948,0.3074,0.693,0.1582,0.842
245.jpg,,,0.272,0.728,0.02635,0.9736,0.04337,0.9565,0.5273,0.4727,0.5737,0.4263
246.jpg,,,0.725,0.2751,0.4036,0.596,0.496,0.504,0.962,0.0379,0.0967,0.9033
247.jpg,,,0.07056,0.929,0.2751,0.725,0.772,0.2281,0.9727,0.02718,0.0575,0.9424
248.jpg,,,0.06854,0.9316,0.1481,0.852,0.4263,0.5737,0.971,0.02887,0.0927,0.907
249.jpg,,,0.2394,0.7607,0.1404,0.86,0.4377,0.562,0.8223,0.1779,0.3108,0.6895
250.jpg,,,0.09534,0.905,0.15,0.85,0.3242,0.676,0.9424,0.0575,0.2043,0.796
251.jpg,,,0.03308,0.967,0.2422,0.758,0.709,0.291,0.9585,0.04147,0.04337,0.9565
