image,psnr,ssim,Accurate Color Representation,Blue/Green Color Cast,Vibrant and vivid,Dull and washed-out,"Bright, Colorful Underwater Scene","Dim, Desaturated Underwater Colors",Crystal-clear and Unobstructed Scene,Murky and Obscured View,Balanced and Well-Lit view,Underlit scene and Backlit Objects
58.jpg,21.70532989501953,0.8798139095306396,0.734,0.2659,0.7744,0.2255,0.874,0.126,0.9937,0.00629,0.1242,0.876
59.jpg,19.46127700805664,0.8554019331932068,0.7744,0.2255,0.7637,0.2366,0.867,0.1329,0.992,0.007935,0.0592,0.941
60.jpg,19.267986297607422,0.8513303399085999,0.78,0.22,0.758,0.2422,0.74,0.2598,0.9697,0.03021,0.2568,0.743
61.jpg,19.07440948486328,0.8342329859733582,0.543,0.457,0.585,0.4148,0.585,0.4148,0.9805,0.01971,0.04272,0.9575
62.jpg,19.237520217895508,0.836161196231842,0.4688,0.5312,0.2783,0.7217,0.644,0.3557,0.955,0.04468,0.1009,0.899
63.jpg,19.283233642578125,0.830920934677124,0.7827,0.2173,0.6226,0.3774,0.788,0.212,0.9976,0.002323,0.01567,0.9844
64.jpg,19.800615310668945,0.8638827800750732,0.8105,0.1896,0.9365,0.0637,0.905,0.09534,0.9834,0.0164,0.381,0.6187
65.jpg,19.32908821105957,0.8341006636619568,0.5195,0.4805,0.648,0.3523,0.731,0.269,0.992,0.007576,0.248,0.752
66.jpg,19.411462783813477,0.8308258056640625,0.829,0.171,0.5234,0.4766,0.2069,0.793,0.984,0.0159,0.0592,0.941
67.jpg,18.964675903320312,0.8403136730194092,0.8354,0.1646,0.679,0.3208,0.699,0.3008,0.9873,0.012825,0.11597,0.8843
68.jpg,18.791139602661133,0.8295358419418335,0.7744,0.2255,0.434,0.566,0.7217,0.2783,0.9937,0.006588,0.1128,0.887
69.jpg,21.447057723999023,0.8713286519050598,0.8374,0.1624,0.7744,0.2255,0.6187,0.381,0.968,0.0321,0.1968,0.803
70.jpg,18.783946990966797,0.8097056150436401,0.813,0.1871,0.8374,0.1624,0.9243,0.07587,0.9746,0.02556,0.3381,0.662
71.jpg,22.047395706176758,0.9128942489624023,0.82,0.18,0.171,0.829,0.05185,0.948,0.7607,0.2394,0.693,0.3074
72.jpg,18.999948501586914,0.840794026851654,0.8057,0.1943,0.0695,0.9307,0.1242,0.876,0.766,0.2338,0.4456,0.5547
73.jpg,15.700711250305176,0.7354471683502197,0.743,0.2568,0.04535,0.9546,0.04672,0.953,0.788,0.212,0.434,0.566
74.jpg,17.630001068115234,0.7881784439086914,0.8354,0.1646,0.562,0.4377,0.7744,0.2255,0.728,0.272,0.07697,0.923
75.jpg,21.032255172729492,0.8731082677841187,0.686,0.314,0.4111,0.589,0.3594,0.6406,0.793,0.2069,0.3486,0.6514
76.jpg,19.491485595703125,0.8770956993103027,0.8335,0.1666,0.272,0.728,0.4111,0.589,0.974,0.02596,0.725,0.2751
77.jpg,18.68674659729004,0.8153406381607056,0.9707,0.02931,0.331,0.669,0.0326,0.9673,0.848,0.152,0.658,0.3416
78.jpg,15.592184066772461,0.8067092299461365,0.8374,0.1624,0.457,0.543,0.37,0.63,0.9727,0.02718,0.1582,0.842
79.jpg,19.654155731201172,0.8209768533706665,0.562,0.4377,0.1481,0.852,0.2451,0.755,0.824,0.1755,0.1582,0.842
80.jpg,21.216033935546875,0.8675832748413086,0.856,0.1442,0.7983,0.2018,0.78,0.22,0.976,0.02405,0.1824,0.8174
81.jpg,19.772050857543945,0.8615376353263855,0.803,0.1968,0.4495,0.551,0.3667,0.6333,0.9243,0.07587,0.585,0.4148
82.jpg,16.959672927856445,0.7543361186981201,0.749,0.251,0.4456,0.5547,0.6074,0.3923,0.9033,0.0967,0.231,0.769
83.jpg,20.58070182800293,0.8828951120376587,0.74,0.2598,0.2878,0.7124,0.4495,0.551,0.8354,0.1646,0.2942,0.7056
84.jpg,18.532329559326172,0.7794451117515564,0.988,0.01243,0.2751,0.725,0.11755,0.8823,0.6333,0.3667,0.6406,0.3594
85.jpg,20.01876449584961,0.8400885462760925,0.7744,0.2255,0.304,0.696,0.2847,0.7153,0.734,0.2659,0.3381,0.662
86.jpg,20.31805419921875,0.8241257071495056,0.596,0.4036,0.1404,0.86,0.1871,0.813,0.82,0.18,0.3486,0.6514
87.jpg,19.41591453552246,0.8255107998847961,0.793,0.2069,0.547,0.4534,0.1348,0.865,0.9126,0.0876,0.539,0.461
88.jpg,22.61446762084961,0.8951758742332458,0.6226,0.3774,0.04147,0.9585,0.248,0.752,0.911,0.0888,0.2069,0.793
89.jpg,18.679277420043945,0.8160699009895325,0.915,0.0851,0.2751,0.725,0.2847,0.7153,0.829,0.171,0.5195,0.4805
90.jpg,20.12859344482422,0.8729879856109619,0.953,0.04672,0.1733,0.8267,0.1733,0.8267,0.63,0.37,0.5117,0.4883
91.jpg,20.816646575927734,0.8645711541175842,0.895,0.1052,0.848,0.152,0.954,0.04602,0.994,0.006096,0.0716,0.928
92.jpg,19.291425704956055,0.8223829865455627,0.9517,0.04813,0.5547,0.4456,0.5117,0.4883,0.9746,0.02556,0.547,0.4534
93.jpg,19.8029727935791,0.8917320966720581,0.1943,0.8057,0.5776,0.4226,0.2942,0.7056,0.8965,0.10376,0.1871,0.813
94.jpg,20.094017028808594,0.8952886462211609,0.504,0.496,0.06757,0.9326,0.1128,0.887,0.937,0.0628,0.37,0.63
95.jpg,19.33115577697754,0.8221998810768127,0.8887,0.11127,0.686,0.314,0.728,0.272,0.984,0.0159,0.4377,0.562
96.jpg,20.017925262451172,0.8620375990867615,0.5234,0.4766,0.867,0.1329,0.893,0.1067,0.947,0.0534,0.0804,0.9194
97.jpg,18.91373062133789,0.7868354916572571,0.7607,0.2394,0.508,0.4922,0.589,0.4111,0.947,0.0534,0.05664,0.9434
98.jpg,18.832494735717773,0.8370456695556641,0.9004,0.0995,0.8887,0.11127,0.831,0.1688,0.964,0.03622,0.07806,0.922
99.jpg,18.540128707885742,0.8057393431663513,0.648,0.3523,0.558,0.4417,0.6406,0.3594,0.8354,0.1646,0.251,0.749
100.jpg,19.92762565612793,0.850907027721405,0.829,0.171,0.9033,0.0967,0.893,0.1067,0.902,0.0981,0.0575,0.9424
101.jpg,20.647478103637695,0.8618980646133423,0.3774,0.6226,0.396,0.604,0.63,0.37,0.82,0.18,0.126,0.874
102.jpg,20.98297691345215,0.8613995909690857,0.793,0.2069,0.4187,0.5815,0.57,0.4302,0.9604,0.03964,0.251,0.749
103.jpg,20.282140731811523,0.8625432848930359,0.3774,0.6226,0.7153,0.2847,0.8726,0.1277,0.951,0.04886,0.0792,0.921
104.jpg,20.361000061035156,0.8615418076515198,0.725,0.2751,0.4534,0.547,0.4766,0.5234,0.9585,0.04147,0.2043,0.796
105.jpg,20.30518913269043,0.8339472413063049,0.7637,0.2366,0.504,0.496,0.381,0.6187,0.9634,0.03677,0.06097,0.939
106.jpg,20.780223846435547,0.8682444095611572,0.589,0.4111,0.78,0.22,0.8335,0.1666,0.9634,0.03677,0.0496,0.95
107.jpg,19.91067123413086,0.8487953543663025,0.8965,0.10376,0.808,0.1919,0.558,0.4417,0.9673,0.0326,0.3452,0.655
108.jpg,20.760074615478516,0.8858957886695862,0.6113,0.3887,0.3416,0.658,0.3108,0.6895,0.922,0.07806,0.08386,0.916
109.jpg,20.90510368347168,0.8967186212539673,0.543,0.457,0.6187,0.381,0.7188,0.2815,0.85,0.15,0.1312,0.8687
110.jpg,20.812768936157227,0.921909749507904,0.3108,0.6895,0.254,0.746,0.457,0.543,0.916,0.08386,0.1128,0.887
111.jpg,18.966785430908203,0.8479828834533691,0.8267,0.1733,0.728,0.272,0.7983,0.2018,0.9863,0.01385,0.2783,0.7217
112.jpg,20.772933959960938,0.8924764394760132,0.57,0.4302,0.7827,0.2173,0.8857,0.1144,0.876,0.1242,0.0592,0.941
113.jpg,15.124527931213379,0.7628350257873535,0.963,0.03732,0.655,0.3452,0.2659,0.734,0.922,0.07806,0.212,0.788
114.jpg,21.103418350219727,0.8813369274139404,0.824,0.1755,0.5776,0.4226,0.562,0.4377,0.96,0.04025,0.1848,0.8154
115.jpg,21.212656021118164,0.9054088592529297,0.3557,0.644,0.3486,0.6514,0.7056,0.2942,0.9424,0.0575,0.07056,0.929
116.jpg,20.913368225097656,0.8995606899261475,0.676,0.3242,0.4148,0.585,0.4263,0.5737,0.637,0.363,0.3452,0.655
117.jpg,21.19325065612793,0.9078763723373413,0.461,0.539,0.2338,0.766,0.2878,0.7124,0.734,0.2659,0.2255,0.7744
118.jpg,21.365814208984375,0.9106916189193726,0.2751,0.725,0.291,0.709,0.1442,0.856,0.6655,0.3345,0.1733,0.8267
119.jpg,21.15804100036621,0.8977997303009033,0.4922,0.508,0.171,0.829,0.1442,0.856,0.8354,0.1646,0.331,0.669
120.jpg,19.662626266479492,0.8513327240943909,0.948,0.05185,0.907,0.0927,0.8174,0.1824,0.9517,0.04813,0.1968,0.803
121.jpg,20.853872299194336,0.8889378309249878,0.8857,0.1144,0.8687,0.1312,0.7124,0.2878,0.8965,0.10376,0.3074,0.693
122.jpg,21.509639739990234,0.9080156087875366,0.504,0.496,0.4072,0.593,0.396,0.604,0.915,0.0851,0.11127,0.8887
123.jpg,20.328723907470703,0.881618320941925,0.867,0.1329,0.4263,0.5737,0.4456,0.5547,0.9497,0.05032,0.4036,0.596
124.jpg,16.684589385986328,0.7743613123893738,0.8633,0.1366,0.95,0.0496,0.831,0.1688,0.9795,0.02065,0.1666,0.8335
125.jpg,21.316404342651367,0.8787022233009338,0.8438,0.1561,0.5547,0.4456,0.566,0.434,0.959,0.04083,0.2568,0.743
126.jpg,20.982830047607422,0.8847467303276062,0.766,0.2338,0.4148,0.585,0.3774,0.6226,0.881,0.1192,0.171,0.829
127.jpg,20.424808502197266,0.8812137246131897,0.6226,0.3774,0.593,0.4072,0.3208,0.679,0.906,0.094,0.589,0.4111
128.jpg,20.4612979888916,0.8814976215362549,0.9136,0.0863,0.8843,0.11597,0.758,0.2422,0.963,0.03732,0.3276,0.6724
129.jpg,16.781253814697266,0.7882410883903503,0.9434,0.05664,0.951,0.04886,0.916,0.08386,0.958,0.04208,0.1624,0.8374
130.jpg,21.28054428100586,0.902530312538147,0.2147,0.785,0.272,0.728,0.212,0.788,0.6333,0.3667,0.1919,0.808
131.jpg,20.8431396484375,0.9070043563842773,0.1688,0.831,0.2942,0.7056,0.1848,0.8154,0.3774,0.6226,0.04272,0.9575
132.jpg,20.167301177978516,0.8647462725639343,0.954,0.04602,0.8154,0.1848,0.4922,0.508,0.9717,0.02844,0.3738,0.626
133.jpg,20.918516159057617,0.902701199054718,0.1461,0.854,0.3774,0.6226,0.2942,0.7056,0.6655,0.3345,0.1082,0.8916
134.jpg,16.92479705810547,0.7789584398269653,0.983,0.01718,0.938,0.0619,0.89,0.1097,0.962,0.0379,0.3208,0.679
135.jpg,20.701431274414062,0.9124468564987183,0.7026,0.2974,0.686,0.314,0.829,0.171,0.9844,0.01543,0.2878,0.7124
136.jpg,20.572813034057617,0.8656831383705139,0.8223,0.1779,0.755,0.2451,0.8174,0.1824,0.978,0.02194,0.2366,0.7637
137.jpg,19.979339599609375,0.9145706295967102,0.3667,0.6333,0.4922,0.508,0.3008,0.699,0.743,0.2568,0.2018,0.7983
138.jpg,19.596710205078125,0.9090742468833923,0.2847,0.7153,0.314,0.686,0.2281,0.772,0.7373,0.263,0.1919,0.808
139.jpg,20.934938430786133,0.9026938080787659,0.5,0.5,0.4688,0.5312,0.5,0.5,0.9185,0.08154,0.1733,0.8267
140.jpg,20.5831298828125,0.8452100157737732,0.905,0.09534,0.74,0.2598,0.7124,0.2878,0.9253,0.07477,0.1225,0.8774
141.jpg,21.628881454467773,0.9024637341499329,0.248,0.752,0.263,0.7373,0.5737,0.4263,0.734,0.2659,0.03516,0.965
142.jpg,21.705045700073242,0.900653600692749,0.7373,0.263,0.6895,0.3108,0.637,0.363,0.758,0.2422,0.0637,0.9365
143.jpg,21.180551528930664,0.9081242084503174,0.2255,0.7744,0.2568,0.743,0.396,0.604,0.7188,0.2815,0.0901,0.9097
144.jpg,19.938810348510742,0.8344789147377014,0.749,0.251,0.801,0.1993,0.6826,0.3174,0.9727,0.02718,0.2598,0.74
145.jpg,20.700916290283203,0.8779205679893494,0.824,0.1755,0.2069,0.793,0.662,0.3381,0.922,0.07806,0.1052,0.895
146.jpg,20.532176971435547,0.900233805179596,0.4187,0.5815,0.363,0.637,0.3523,0.648,0.902,0.0981,0.2598,0.74
147.jpg,21.26228904724121,0.8839911222457886,0.731,0.269,0.709,0.291,0.8438,0.1561,0.9883,0.011505,0.2255,0.7744
148.jpg,20.232439041137695,0.8701249361038208,0.9307,0.0695,0.709,0.291,0.752,0.248,0.9834,0.01666,0.5195,0.4805
149.jpg,16.276193618774414,0.7521833777427673,0.8374,0.1624,0.551,0.4495,0.6,0.4,0.9126,0.0876,0.1968,0.803
150.jpg,16.19973373413086,0.7888491153717041,0.9805,0.01942,0.9814,0.01854,0.96,0.04025,0.9863,0.01385,0.3667,0.6333
151.jpg,16.76958465576172,0.7733479738235474,0.979,0.02097,0.9497,0.05032,0.84,0.1603,0.9688,0.03114,0.4534,0.547
152.jpg,14.177262306213379,0.6549373269081116,0.8975,0.1023,0.5273,0.4727,0.3008,0.699,0.963,0.03732,0.1943,0.8057
153.jpg,17.67591094970703,0.770969033241272,0.9473,0.0526,0.6724,0.3276,0.596,0.4036,0.955,0.04468,0.1481,0.852
154.jpg,17.514060974121094,0.7849093675613403,0.9136,0.0863,0.679,0.3208,0.7217,0.2783,0.922,0.07806,0.331,0.669
155.jpg,18.887046813964844,0.8396918773651123,0.796,0.2043,0.2659,0.734,0.212,0.788,0.965,0.03516,0.4844,0.5156
156.jpg,19.607465744018555,0.8426677584648132,0.7827,0.2173,0.4495,0.551,0.1896,0.8105,0.9194,0.0804,0.2069,0.793
157.jpg,19.88116455078125,0.8593333959579468,0.84,0.1603,0.06757,0.9326,0.11755,0.8823,0.921,0.0792,0.78,0.22
158.jpg,21.11918067932129,0.8742005228996277,0.74,0.2598,0.801,0.1993,0.8843,0.11597,0.994,0.005642,0.212,0.788
159.jpg,17.19778823852539,0.7784090638160706,0.589,0.4111,0.04272,0.9575,0.07806,0.922,0.1919,0.808,0.4648,0.535
161.jpg,20.461076736450195,0.874434232711792,0.743,0.2568,0.676,0.3242,0.314,0.686,0.96,0.04025,0.4111,0.589
162.jpg,18.504478454589844,0.8168313503265381,0.874,0.126,0.4,0.6,0.535,0.4648,0.9443,0.05582,0.2847,0.7153
163.jpg,18.68317985534668,0.8114483952522278,0.9785,0.02129,0.9766,0.02333,0.9473,0.0526,0.9727,0.02718,0.2069,0.793
164.jpg,20.16153335571289,0.8361201882362366,0.986,0.01428,0.2815,0.7188,0.0575,0.9424,0.752,0.248,0.8613,0.1384
165.jpg,20.273696899414062,0.8453231453895569,0.94,0.0601,0.2942,0.7056,0.03308,0.967,0.496,0.504,0.381,0.6187
166.jpg,19.936668395996094,0.8279322385787964,0.9854,0.0145,0.06097,0.939,0.01772,0.9824,0.4883,0.5117,0.7188,0.2815
167.jpg,19.54526138305664,0.8626981377601624,0.9253,0.07477,0.2227,0.7773,0.02676,0.973,0.8857,0.1144,0.785,0.2147
168.jpg,19.870729446411133,0.8528347015380859,0.9185,0.08154,0.3345,0.6655,0.04025,0.96,0.7983,0.2018,0.6187,0.381
169.jpg,17.83819580078125,0.7287514209747314,0.8633,0.1366,0.856,0.1442,0.1023,0.8975,0.9697,0.03021,0.07367,0.9263
170.jpg,20.105323791503906,0.8587867021560669,0.963,0.03732,0.2095,0.7905,0.07806,0.922,0.504,0.496,0.5776,0.4226
171.jpg,19.433019638061523,0.8200618028640747,0.951,0.04886,0.956,0.044,0.94,0.0601,0.988,0.012054,0.06805,0.932
172.jpg,22.9765625,0.9019314050674438,0.7744,0.2255,0.1993,0.801,0.2598,0.74,0.813,0.1871,0.655,0.3452
173.jpg,23.120319366455078,0.9160877466201782,0.796,0.2043,0.22,0.78,0.1993,0.801,0.9126,0.0876,0.5156,0.4844
174.jpg,21.899826049804688,0.889272153377533,0.126,0.874,0.03906,0.961,0.0637,0.9365,0.8774,0.1225,0.304,0.696
175.jpg,20.258384704589844,0.8638283014297485,0.9004,0.0995,0.03162,0.9683,0.1009,0.899,0.4187,0.5815,0.769,0.231
176.jpg,21.169898986816406,0.851449728012085,0.887,0.1128,0.4922,0.508,0.5815,0.4187,0.9634,0.03677,0.3174,0.6826
177.jpg,20.032533645629883,0.8481267094612122,0.8613,0.1384,0.2255,0.7744,0.0534,0.947,0.848,0.152,0.551,0.4495
178.jpg,18.9547176361084,0.8067541718482971,0.637,0.363,0.496,0.504,0.2783,0.7217,0.923,0.07697,0.304,0.696
179.jpg,21.520427703857422,0.8895411491394043,0.551,0.4495,0.0888,0.911,0.1082,0.8916,0.9097,0.0901,0.558,0.4417
180.jpg,20.85777473449707,0.8797494769096375,0.808,0.1919,0.6,0.4,0.6895,0.3108,0.9844,0.01567,0.09534,0.905
181.jpg,17.791481018066406,0.7873356342315674,0.8726,0.1277,0.4148,0.585,0.1848,0.8154,0.808,0.1919,0.1779,0.8223
182.jpg,18.248868942260742,0.8217843770980835,0.848,0.152,0.2942,0.7056,0.2815,0.7188,0.8916,0.1082,0.2598,0.74
183.jpg,18.83916473388672,0.8407508134841919,0.829,0.171,0.8706,0.1294,0.852,0.1481,0.928,0.0716,0.2815,0.7188
184.jpg,19.62388801574707,0.8364604115486145,0.9707,0.02931,0.3923,0.6074,0.2878,0.7124,0.9272,0.07263,0.5156,0.4844
185.jpg,22.59071159362793,0.9273697733879089,0.7124,0.2878,0.0526,0.9473,0.1733,0.8267,0.655,0.3452,0.1561,0.8438
186.jpg,18.8411922454834,0.8069742918014526,0.9424,0.0575,0.1919,0.808,0.2043,0.796,0.8857,0.1144,0.4036,0.596
187.jpg,18.63527488708496,0.8497469425201416,0.6514,0.3486,0.1461,0.854,0.1688,0.831,0.9243,0.07587,0.7607,0.2394
188.jpg,17.14395523071289,0.8392643928527832,0.734,0.2659,0.3208,0.679,0.304,0.696,0.9185,0.08154,0.04468,0.955
189.jpg,17.810672760009766,0.8110630512237549,0.8887,0.11127,0.6226,0.3774,0.3416,0.658,0.9326,0.06757,0.2422,0.758
190.jpg,19.82331085205078,0.8351083993911743,0.9175,0.0827,0.696,0.304,0.585,0.4148,0.978,0.02194,0.655,0.3452
191.jpg,20.975126266479492,0.8650125861167908,0.78,0.22,0.543,0.457,0.5234,0.4766,0.9575,0.04272,0.331,0.669
192.jpg,19.891098022460938,0.8666357398033142,0.615,0.385,0.37,0.63,0.63,0.37,0.9497,0.05032,0.1461,0.854
193.jpg,17.518144607543945,0.8004008531570435,0.637,0.363,0.1561,0.8438,0.1052,0.895,0.9365,0.0637,0.7026,0.2974
194.jpg,20.036699295043945,0.8263104557991028,0.8726,0.1277,0.648,0.3523,0.655,0.3452,0.9785,0.02129,0.2659,0.734
195.jpg,18.944286346435547,0.8800557255744934,0.7373,0.263,0.539,0.461,0.5815,0.4187,0.9585,0.04147,0.5312,0.4688
196.jpg,20.534099578857422,0.8647581934928894,0.9175,0.0827,0.615,0.385,0.5312,0.4688,0.9697,0.03021,0.5273,0.4727
197.jpg,19.24431800842285,0.8622158169746399,0.6724,0.3276,0.3208,0.679,0.272,0.728,0.9316,0.06854,0.4302,0.57
198.jpg,19.689685821533203,0.9031884074211121,0.8687,0.1312,0.2598,0.74,0.2815,0.7188,0.899,0.1009,0.57,0.4302
