image,psnr,ssim,Accurate Color Representation,Blue/Green Color Cast,Accurate and Natural Color Representation,"Inaccurate, Artifact and uncomfortable Color Cast","Harmonious, Suitable, and Aesthetically Pleasing Color Representation","Distorted, Unfitting, and Visually Displeasing Color Cast",Vibrant and vivid,Dull and washed-out,"Bright, Colorful Underwater Scene","Dim, Desaturated Underwater Colors",Crystal-clear and Unobstructed Scene,Murky and Obscured View,Balanced and Well-Lit view,Underlit scene and Backlit Objects,Richly detailed, Blurry and indistinct,Sharp Aquatic Details,Blurred Movement,Natural Ambient Light,Artificial Light
10.jpg,20.875686645507812,0.9320563077926636,0.3174,0.6826,0.97,0.02975,0.7188,0.2815,0.7744,0.2255,0.8335,0.1666,0.9824,0.01772,0.5117,0.4883,0.7188,0.2815,0.9834,0.01666,0.803,0.1968
11.jpg,21.179311752319336,0.9317647814750671,0.4148,0.585,0.9614,0.03845,0.7124,0.2878,0.5234,0.4766,0.74,0.2598,0.987,0.01302,0.2974,0.7026,0.6895,0.3108,0.9775,0.02263,0.772,0.2281
12.jpg,21.50649642944336,0.934829592704773,0.3208,0.679,0.967,0.03308,0.7056,0.2942,0.655,0.3452,0.895,0.1052,0.989,0.01116,0.251,0.749,0.758,0.2422,0.981,0.01912,0.74,0.2598
13.jpg,21.27411651611328,0.9343369603157043,0.5156,0.4844,0.988,0.012054,0.874,0.126,0.7983,0.2018,0.9263,0.07367,0.986,0.01406,0.5815,0.4187,0.8457,0.154,0.9824,0.01744,0.8105,0.1896
14.jpg,24.903383255004883,0.9257076978683472,0.0379,0.962,0.9326,0.06757,0.662,0.3381,0.4766,0.5234,0.755,0.2451,0.9956,0.00433,0.2043,0.796,0.539,0.461,0.987,0.01302,0.953,0.04672
15.jpg,21.3631649017334,0.9322491884231567,0.2815,0.7188,0.9854,0.01473,0.856,0.1442,0.7827,0.2173,0.874,0.126,0.973,0.02676,0.6,0.4,0.813,0.1871,0.978,0.02194,0.769,0.231
16.jpg,22.649248123168945,0.915317177772522,0.2598,0.74,0.9487,0.0511,0.626,0.3738,0.8633,0.1366,0.9307,0.0695,0.9927,0.007233,0.615,0.385,0.6,0.4,0.9863,0.01343,0.881,0.1192
17.jpg,21.02094078063965,0.9315314888954163,0.457,0.543,0.9814,0.01854,0.899,0.1009,0.743,0.2568,0.887,0.1128,0.9775,0.0223,0.3381,0.662,0.874,0.126,0.9863,0.01343,0.8223,0.1779
18.jpg,20.805450439453125,0.9293236136436462,0.314,0.686,0.9785,0.02162,0.8267,0.1733,0.86,0.1404,0.9756,0.02443,0.9897,0.01017,0.08154,0.9185,0.7026,0.2974,0.9604,0.03964,0.8774,0.1225
19.jpg,20.68857765197754,0.9289852976799011,0.251,0.749,0.985,0.01495,0.8374,0.1624,0.865,0.1348,0.893,0.1067,0.9814,0.01854,0.37,0.63,0.7607,0.2394,0.975,0.0248,0.852,0.1481
20.jpg,22.67483139038086,0.9520132541656494,0.11127,0.8887,0.9585,0.04147,0.6826,0.3174,0.044,0.956,0.1582,0.842,0.951,0.04886,0.734,0.2659,0.9575,0.04272,0.9985,0.001478,0.709,0.291
21.jpg,23.02442741394043,0.9516010880470276,0.381,0.6187,0.989,0.01133,0.8726,0.1277,0.04535,0.9546,0.4072,0.593,0.9795,0.02065,0.1422,0.858,0.793,0.2069,0.997,0.002758,0.9097,0.0901
22.jpg,23.660362243652344,0.9522465467453003,0.15,0.85,0.983,0.01692,0.8843,0.11597,0.094,0.906,0.504,0.496,0.9883,0.01169,0.1023,0.8975,0.74,0.2598,0.999,0.001134,0.9346,0.0656
23.jpg,23.64729118347168,0.9496244192123413,0.2942,0.7056,0.9907,0.009415,0.9126,0.0876,0.2255,0.7744,0.4844,0.5156,0.95,0.0496,0.1824,0.8174,0.7744,0.2255,0.999,0.000883,0.966,0.0341
24.jpg,23.736549377441406,0.9506677985191345,0.4072,0.593,0.977,0.02298,0.865,0.1348,0.11127,0.8887,0.248,0.752,0.959,0.04083,0.1561,0.8438,0.9194,0.0804,1.0,0.0002378,0.9243,0.07587
25.jpg,25.119775772094727,0.9258339405059814,0.0164,0.9834,0.9434,0.05664,0.8105,0.1896,0.728,0.272,0.95,0.0496,0.9956,0.0044,0.06464,0.9355,0.8154,0.1848,0.9927,0.007233,0.9634,0.03677
26.jpg,23.119409561157227,0.9498452544212341,0.4072,0.593,0.9663,0.0336,0.8335,0.1666,0.03162,0.9683,0.2069,0.793,0.9087,0.0914,0.0876,0.9126,0.4766,0.5234,0.9966,0.003223,0.9565,0.04337
27.jpg,22.991159439086914,0.9502092003822327,0.314,0.686,0.982,0.01826,0.743,0.2568,0.07806,0.922,0.2847,0.7153,0.9585,0.04147,0.1312,0.8687,0.626,0.3738,0.996,0.00407,0.94,0.0601
28.jpg,22.29531478881836,0.9163039922714233,0.1009,0.899,0.948,0.05185,0.669,0.331,0.867,0.1329,0.953,0.04672,0.997,0.003172,0.4688,0.5312,0.4226,0.5776,0.9756,0.02443,0.8706,0.1294
29.jpg,22.778940200805664,0.9494442939758301,0.6074,0.3923,0.993,0.00701,0.7607,0.2394,0.04025,0.96,0.304,0.696,0.961,0.03906,0.1779,0.8223,0.496,0.504,0.9976,0.002323,0.9307,0.0695
30.jpg,22.754638671875,0.9495344758033752,0.696,0.304,0.9834,0.01666,0.755,0.2451,0.1733,0.8267,0.3242,0.676,0.966,0.0341,0.0637,0.9365,0.699,0.3008,0.9995,0.0005193,0.953,0.04672
31.jpg,22.829851150512695,0.9496843218803406,0.496,0.504,0.971,0.02887,0.496,0.504,0.0914,0.9087,0.3523,0.648,0.937,0.0628,0.2751,0.725,0.562,0.4377,0.998,0.001782,0.9517,0.04813
32.jpg,23.200342178344727,0.950436532497406,0.858,0.1422,0.9707,0.02931,0.734,0.2659,0.2815,0.7188,0.6187,0.381,0.8774,0.1225,0.2451,0.755,0.63,0.37,0.9995,0.000646,0.881,0.1192
33.jpg,23.261018753051758,0.9511999487876892,0.248,0.752,0.963,0.03732,0.676,0.3242,0.03845,0.9614,0.4417,0.558,0.9365,0.0637,0.254,0.746,0.743,0.2568,0.9976,0.002472,0.84,0.1603
34.jpg,23.557207107543945,0.9494009017944336,0.3174,0.6826,0.82,0.18,0.543,0.457,0.10156,0.8984,0.4922,0.508,0.9854,0.0145,0.02931,0.9707,0.7773,0.2227,0.9995,0.0005794,0.958,0.04208
35.jpg,19.53700828552246,0.8621861338615417,0.0145,0.9854,0.8916,0.1082,0.3523,0.648,0.11597,0.8843,0.854,0.1461,0.993,0.00701,0.06097,0.939,0.3174,0.6826,0.982,0.01826,0.963,0.03732
36.jpg,25.129106521606445,0.9276543259620667,0.0792,0.921,0.9355,0.06464,0.6226,0.3774,0.457,0.543,0.6074,0.3923,0.988,0.01224,0.4456,0.5547,0.74,0.2598,0.994,0.005642,0.9087,0.0914
37.jpg,18.45532989501953,0.8402009010314941,0.01971,0.9805,0.8174,0.1824,0.396,0.604,0.06464,0.9355,0.8057,0.1943,0.9927,0.00746,0.0542,0.946,0.709,0.291,0.9927,0.00746,0.95,0.0496
38.jpg,18.863597869873047,0.8473178744316101,0.0223,0.9775,0.699,0.3008,0.3276,0.6724,0.0601,0.94,0.6826,0.3174,0.9927,0.007122,0.05582,0.9443,0.856,0.1442,0.9985,0.001549,0.9673,0.0326
39.jpg,19.31043815612793,0.875179648399353,0.03067,0.969,0.769,0.231,0.4844,0.5156,0.1404,0.86,0.731,0.269,0.993,0.00701,0.12085,0.879,0.743,0.2568,0.991,0.008575,0.968,0.0321
40.jpg,22.790420532226562,0.9214816689491272,0.1422,0.858,0.929,0.07056,0.669,0.331,0.82,0.18,0.907,0.0927,0.988,0.01224,0.2751,0.725,0.4036,0.596,0.9844,0.01543,0.7124,0.2878
41.jpg,20.453447341918945,0.8958204984664917,0.04886,0.951,0.865,0.1348,0.5,0.5,0.0995,0.9004,0.535,0.4648,0.974,0.02596,0.0628,0.937,0.566,0.434,0.9937,0.00639,0.95,0.0496
42.jpg,20.184602737426758,0.8957557082176208,0.10376,0.8965,0.5547,0.4456,0.4766,0.5234,0.18,0.82,0.4187,0.5815,0.923,0.07697,0.0827,0.9175,0.8374,0.1624,0.99,0.00956,0.8774,0.1225
43.jpg,19.954509735107422,0.8760469555854797,0.055,0.945,0.8774,0.1225,0.4727,0.5273,0.1733,0.8267,0.551,0.4495,0.9697,0.03021,0.04602,0.954,0.8457,0.154,0.9805,0.01942,0.895,0.1052
44.jpg,20.532636642456055,0.8788087964057922,0.4534,0.547,0.699,0.3008,0.5737,0.4263,0.03677,0.9634,0.2043,0.796,0.9253,0.07477,0.1128,0.887,0.928,0.0716,0.997,0.002846,0.951,0.04886
45.jpg,20.34586524963379,0.8923121690750122,0.212,0.788,0.655,0.3452,0.5234,0.4766,0.0863,0.9136,0.1582,0.842,0.9746,0.02556,0.2568,0.743,0.948,0.05185,0.9985,0.001432,0.8843,0.11597
46.jpg,20.831274032592773,0.9089604020118713,0.1294,0.8706,0.644,0.3557,0.3594,0.6406,0.1561,0.8438,0.5815,0.4187,0.985,0.01495,0.11597,0.8843,0.9185,0.08154,0.9956,0.0042,0.9473,0.0526
47.jpg,19.59649085998535,0.7660548090934753,0.0995,0.9004,0.7637,0.2366,0.254,0.746,0.2366,0.7637,0.1097,0.89,0.978,0.02194,0.02263,0.9775,0.314,0.686,0.9956,0.0044,0.8057,0.1943
48.jpg,20.61665153503418,0.8887101411819458,0.0656,0.9346,0.2598,0.74,0.457,0.543,0.331,0.669,0.6113,0.3887,0.9897,0.01049,0.0967,0.9033,0.905,0.09534,0.988,0.012054,0.95,0.0496
49.jpg,21.91554832458496,0.8811900019645691,0.01772,0.9824,0.5117,0.4883,0.8105,0.1896,0.4036,0.596,0.858,0.1422,0.997,0.003075,0.2173,0.7827,0.8975,0.1023,0.972,0.02802,0.905,0.09534
50.jpg,21.406089782714844,0.8324929475784302,0.02034,0.9795,0.7124,0.2878,0.7217,0.2783,0.5273,0.4727,0.8887,0.11127,0.9917,0.008064,0.07806,0.922,0.8057,0.1943,0.999,0.001116,0.9526,0.04742
51.jpg,21.571746826171875,0.8006588220596313,0.01912,0.981,0.8633,0.1366,0.7744,0.2255,0.3074,0.693,0.644,0.3557,0.9966,0.003325,0.263,0.7373,0.8726,0.1277,0.999,0.001134,0.97,0.02975
52.jpg,23.238725662231445,0.9283372163772583,0.1624,0.8374,0.9087,0.0914,0.4263,0.5737,0.772,0.2281,0.9585,0.04147,0.992,0.007694,0.3887,0.6113,0.1993,0.801,0.9443,0.05582,0.743,0.2568
53.jpg,22.066864013671875,0.7844052314758301,0.0792,0.921,0.669,0.331,0.693,0.3074,0.2878,0.7124,0.662,0.3381,0.9766,0.02333,0.0927,0.907,0.876,0.1242,0.998,0.002182,0.9443,0.05582
54.jpg,22.25674057006836,0.917244553565979,0.1624,0.8374,0.975,0.0248,0.8965,0.10376,0.331,0.669,0.749,0.251,0.989,0.01116,0.1384,0.8613,0.385,0.615,0.988,0.01224,0.8965,0.10376
55.jpg,22.95128059387207,0.9216416478157043,0.0914,0.9087,0.9243,0.07587,0.7373,0.263,0.2847,0.7153,0.6406,0.3594,0.9785,0.02129,0.11597,0.8843,0.4148,0.585,0.972,0.02802,0.867,0.1329
56.jpg,22.683958053588867,0.9176808595657349,0.2069,0.793,0.988,0.01224,0.899,0.1009,0.2394,0.7607,0.876,0.1242,0.9863,0.01343,0.1009,0.899,0.3774,0.6226,0.981,0.01883,0.8965,0.10376
57.jpg,22.96959114074707,0.917795717716217,0.2069,0.793,0.973,0.02676,0.785,0.2147,0.2147,0.785,0.593,0.4072,0.988,0.01243,0.18,0.82,0.543,0.457,0.995,0.004982,0.8457,0.154
58.jpg,24.964447021484375,0.9284669756889343,0.04672,0.953,0.954,0.04602,0.6074,0.3923,0.4883,0.5117,0.658,0.3416,0.993,0.00669,0.1144,0.8857,0.593,0.4072,0.9775,0.0223,0.9434,0.05664
59.jpg,23.32286262512207,0.9201530814170837,0.2281,0.772,0.9824,0.01772,0.916,0.08386,0.6113,0.3887,0.824,0.1755,0.9956,0.00433,0.0804,0.9194,0.547,0.4534,0.988,0.012054,0.7607,0.2394
60.jpg,23.574993133544922,0.917488694190979,0.1603,0.84,0.969,0.03067,0.755,0.2451,0.85,0.15,0.879,0.12085,0.9937,0.006588,0.1242,0.876,0.658,0.3416,0.981,0.01883,0.74,0.2598
61.jpg,23.40880012512207,0.9115408062934875,0.07263,0.9272,0.948,0.05185,0.7124,0.2878,0.4226,0.5776,0.824,0.1755,0.999,0.001081,0.03568,0.9644,0.686,0.314,0.989,0.01133,0.7744,0.2255
62.jpg,23.39767837524414,0.9113484621047974,0.263,0.7373,0.9487,0.0511,0.731,0.269,0.269,0.731,0.7607,0.2394,0.9976,0.00236,0.01799,0.982,0.8057,0.1943,0.9976,0.002672,0.766,0.2338
63.jpg,23.197954177856445,0.9070821404457092,0.2338,0.766,0.953,0.04672,0.593,0.4072,0.5815,0.4187,0.937,0.0628,0.9976,0.002253,0.01854,0.9814,0.4072,0.593,0.962,0.0379,0.9365,0.0637
64.jpg,24.336084365844727,0.9342554807662964,0.07806,0.922,0.9097,0.0901,0.801,0.1993,0.911,0.0888,0.9863,0.01363,0.999,0.001081,0.3208,0.679,0.5776,0.4226,0.9634,0.03677,0.6333,0.3667
65.jpg,23.243497848510742,0.9079975485801697,0.2974,0.7026,0.979,0.02097,0.637,0.363,0.3738,0.626,0.8843,0.11597,0.9966,0.003483,0.03964,0.9604,0.434,0.566,0.9927,0.00746,0.9263,0.07367
66.jpg,22.628347396850586,0.9063677191734314,0.1848,0.8154,0.7983,0.2018,0.3523,0.648,0.1023,0.8975,0.662,0.3381,0.998,0.002115,0.02002,0.98,0.4111,0.589,0.987,0.01322,0.8857,0.1144
67.jpg,24.011018753051758,0.9321152567863464,0.0827,0.9175,0.962,0.0379,0.604,0.396,0.615,0.385,0.9526,0.04742,0.998,0.002083,0.05185,0.948,0.22,0.78,0.977,0.02298,0.899,0.1009
68.jpg,23.56682586669922,0.9235279560089111,0.0876,0.9126,0.9346,0.0656,0.585,0.4148,0.4456,0.5547,0.942,0.05835,0.997,0.002981,0.1242,0.876,0.3008,0.699,0.9326,0.06757,0.785,0.2147
69.jpg,24.597768783569336,0.9275011420249939,0.06464,0.9355,0.9546,0.04535,0.686,0.314,0.547,0.4534,0.854,0.1461,0.9917,0.00819,0.1582,0.842,0.648,0.3523,0.988,0.01224,0.9326,0.06757
70.jpg,22.795555114746094,0.9155564308166504,0.1082,0.8916,0.962,0.0379,0.6,0.4,0.772,0.2281,0.915,0.0851,0.9946,0.005554,0.4,0.6,0.2878,0.7124,0.946,0.0542,0.637,0.363
71.jpg,24.837392807006836,0.9533843994140625,0.01666,0.9834,0.3208,0.679,0.4226,0.5776,0.0321,0.968,0.0981,0.902,0.9443,0.05582,0.2422,0.758,0.539,0.461,0.9795,0.02034,0.709,0.291
72.jpg,21.59508514404297,0.9162529706954956,0.1603,0.84,0.876,0.1242,0.3174,0.6826,0.02975,0.97,0.1384,0.8613,0.9272,0.07263,0.676,0.3242,0.07056,0.929,0.9443,0.05582,0.8774,0.1225
73.jpg,18.0860652923584,0.8304046988487244,0.2018,0.7983,0.2974,0.7026,0.22,0.78,0.01971,0.9805,0.1097,0.89,0.942,0.05835,0.3923,0.6074,0.11597,0.8843,0.967,0.03308,0.78,0.22
74.jpg,20.30648422241211,0.8667558431625366,0.1384,0.8613,0.1348,0.865,0.3108,0.6895,0.2783,0.7217,0.3345,0.6655,0.9263,0.07367,0.0876,0.9126,0.05582,0.9443,0.981,0.01883,0.648,0.3523
75.jpg,25.37834358215332,0.9367715120315552,0.01406,0.986,0.363,0.637,0.676,0.3242,0.3523,0.648,0.1646,0.8354,0.956,0.044,0.551,0.4495,0.766,0.2338,0.999,0.001134,0.769,0.231
76.jpg,20.969892501831055,0.9318147897720337,0.1144,0.8857,0.74,0.2598,0.363,0.637,0.04083,0.959,0.18,0.82,0.991,0.00899,0.4148,0.585,0.658,0.3416,0.997,0.003124,0.8774,0.1225
77.jpg,21.664104461669922,0.8791580200195312,0.0863,0.9136,0.2394,0.7607,0.3523,0.648,0.01692,0.983,0.0637,0.9365,0.976,0.0237,0.551,0.4495,0.8105,0.1896,0.998,0.001782,0.8335,0.1666
78.jpg,17.695796966552734,0.8778806924819946,0.04468,0.955,0.2043,0.796,0.1848,0.8154,0.0851,0.915,0.2422,0.758,0.987,0.01302,0.504,0.496,0.1848,0.8154,0.947,0.0534,0.842,0.1582
79.jpg,22.98859214782715,0.9275177121162415,0.0914,0.9087,0.4187,0.5815,0.2422,0.758,0.02759,0.9727,0.212,0.788,0.9263,0.07367,0.09534,0.905,0.231,0.769,0.9697,0.03021,0.699,0.3008
80.jpg,25.142501831054688,0.9252079725265503,0.01772,0.9824,0.9688,0.03114,0.8726,0.1277,0.8105,0.1896,0.887,0.1128,0.989,0.01133,0.1871,0.813,0.696,0.304,0.979,0.02097,0.937,0.0628
81.jpg,22.835105895996094,0.9377383589744568,0.0851,0.915,0.4688,0.5312,0.4456,0.5547,0.04602,0.954,0.1943,0.8057,0.9663,0.0336,0.1461,0.854,0.4302,0.57,0.9736,0.02635,0.699,0.3008
82.jpg,19.943037033081055,0.859646737575531,0.0792,0.921,0.37,0.63,0.4226,0.5776,0.02844,0.9717,0.1561,0.8438,0.958,0.04208,0.385,0.615,0.2942,0.7056,0.9946,0.00522,0.8687,0.1312
83.jpg,22.48984146118164,0.9350886940956116,0.2974,0.7026,0.676,0.3242,0.5156,0.4844,0.07263,0.9272,0.1277,0.8726,0.9136,0.0863,0.6113,0.3887,0.6514,0.3486,0.9883,0.01187,0.679,0.3208
84.jpg,21.905298233032227,0.8656273484230042,0.263,0.7373,0.457,0.543,0.2568,0.743,0.04337,0.9565,0.07056,0.929,0.566,0.434,0.946,0.0542,0.89,0.1097,0.9985,0.001346,0.5776,0.4226
85.jpg,23.90755844116211,0.9236650466918945,0.0888,0.911,0.558,0.4417,0.6,0.4,0.03906,0.961,0.1294,0.8706,0.9033,0.0967,0.551,0.4495,0.955,0.04468,0.9995,0.0004046,0.7188,0.2815
86.jpg,22.829248428344727,0.922267735004425,0.0967,0.9033,0.5737,0.4263,0.604,0.396,0.01826,0.982,0.07477,0.9253,0.9272,0.07263,0.5312,0.4688,0.3667,0.6333,0.9717,0.02844,0.9126,0.0876
87.jpg,23.11907958984375,0.9021443128585815,0.0876,0.9126,0.03964,0.9604,0.1052,0.895,0.0336,0.9663,0.03021,0.9697,0.9326,0.06757,0.2659,0.734,0.831,0.1688,0.9976,0.002287,0.679,0.3208
88.jpg,23.291790008544922,0.9369732737541199,0.094,0.906,0.637,0.363,0.644,0.3557,0.01428,0.986,0.152,0.848,0.947,0.0534,0.1919,0.808,0.7607,0.2394,0.9966,0.003593,0.63,0.37
89.jpg,22.741069793701172,0.8976379036903381,0.1144,0.8857,0.4072,0.593,0.3557,0.644,0.02405,0.976,0.07477,0.9253,0.9707,0.02931,0.314,0.686,0.731,0.269,0.9985,0.001346,0.8174,0.1824
90.jpg,23.89848518371582,0.9240281581878662,0.304,0.696,0.22,0.78,0.1052,0.895,0.00547,0.9946,0.00899,0.991,0.82,0.18,0.593,0.4072,0.5,0.5,0.9966,0.00343,0.7773,0.2227
91.jpg,25.236143112182617,0.9269074201583862,0.02162,0.9785,0.9487,0.0511,0.6514,0.3486,0.669,0.331,0.9004,0.0995,0.995,0.00468,0.1366,0.8633,0.8174,0.1824,0.994,0.005642,0.947,0.0534
92.jpg,24.091102600097656,0.9179547429084778,0.0601,0.94,0.4688,0.5312,0.1871,0.813,0.04672,0.953,0.1348,0.865,0.99,0.00986,0.9575,0.04272,0.0927,0.907,0.966,0.0341,0.902,0.0981
93.jpg,24.620346069335938,0.9332655072212219,0.002253,0.9976,0.1779,0.8223,0.3667,0.6333,0.2255,0.7744,0.4187,0.5815,0.946,0.0542,0.5547,0.4456,0.658,0.3416,0.9956,0.00454,0.547,0.4534
94.jpg,22.094913482666016,0.9267393350601196,0.1666,0.8335,0.10376,0.8965,0.1404,0.86,0.00927,0.9907,0.04468,0.955,0.84,0.1603,0.3774,0.6226,0.331,0.669,0.9893,0.01065,0.6514,0.3486
95.jpg,25.294174194335938,0.9140827059745789,0.06854,0.9316,0.3108,0.6895,0.2069,0.793,0.504,0.496,0.5547,0.4456,0.989,0.01133,0.2815,0.7188,0.1943,0.8057,0.9927,0.007347,0.9346,0.0656
96.jpg,25.338361740112305,0.9283462762832642,0.03622,0.964,0.4805,0.5195,0.5195,0.4805,0.4727,0.5273,0.743,0.2568,0.985,0.01519,0.1603,0.84,0.7056,0.2942,0.994,0.005913,0.6187,0.381
97.jpg,20.073871612548828,0.8591589331626892,0.0827,0.9175,0.07587,0.9243,0.2598,0.74,0.1896,0.8105,0.1052,0.895,0.9854,0.0145,0.1312,0.8687,0.8354,0.1646,0.9985,0.001597,0.562,0.4377
98.jpg,20.754669189453125,0.9043453931808472,0.0526,0.9473,0.0792,0.921,0.2043,0.796,0.3523,0.648,0.3887,0.6113,0.9614,0.03845,0.15,0.85,0.9253,0.07477,0.9995,0.000374,0.7373,0.263
99.jpg,20.128828048706055,0.8755205869674683,0.04742,0.9526,0.18,0.82,0.07263,0.9272,0.2069,0.793,0.1666,0.8335,0.9263,0.07367,0.3667,0.6333,0.7827,0.2173,0.998,0.001782,0.743,0.2568
100.jpg,23.777969360351562,0.9260282516479492,0.0336,0.9663,0.842,0.1582,0.7153,0.2847,0.269,0.731,0.4302,0.57,0.939,0.06097,0.314,0.686,0.865,0.1348,0.997,0.002981,0.7124,0.2878
101.jpg,25.33099365234375,0.9304147362709045,0.001782,0.998,0.1943,0.8057,0.3416,0.658,0.03622,0.964,0.0592,0.941,0.803,0.1968,0.6826,0.3174,0.4377,0.562,0.9956,0.00461,0.596,0.4036
102.jpg,25.07718276977539,0.9264431595802307,0.02844,0.9717,0.9487,0.0511,0.6895,0.3108,0.385,0.615,0.865,0.1348,0.9927,0.00746,0.1023,0.8975,0.7744,0.2255,0.987,0.01322,0.906,0.094
103.jpg,26.082372665405273,0.9302228093147278,0.00454,0.9956,0.3594,0.6406,0.676,0.3242,0.1646,0.8354,0.11597,0.8843,0.988,0.01224,0.7217,0.2783,0.6406,0.3594,0.997,0.003027,0.696,0.304
104.jpg,24.649429321289062,0.9194561839103699,0.0914,0.9087,0.4648,0.535,0.3345,0.6655,0.126,0.874,0.1871,0.813,0.985,0.01519,0.08386,0.916,0.772,0.2281,0.9966,0.003223,0.604,0.396
105.jpg,23.96329116821289,0.8908633589744568,0.0223,0.9775,0.1624,0.8374,0.3276,0.6724,0.1023,0.8975,0.3174,0.6826,0.996,0.003824,0.02931,0.9707,0.4844,0.5156,0.996,0.004005,0.5776,0.4226
106.jpg,24.020292282104492,0.9266654849052429,0.0981,0.902,0.824,0.1755,0.831,0.1688,0.2338,0.766,0.5273,0.4727,0.987,0.01302,0.02263,0.9775,0.699,0.3008,0.9985,0.001478,0.6187,0.381
107.jpg,26.098154067993164,0.9380546808242798,0.0981,0.902,0.7983,0.2018,0.6514,0.3486,0.1666,0.8335,0.2659,0.734,0.8335,0.1666,0.7124,0.2878,0.381,0.6187,0.964,0.03622,0.824,0.1755
108.jpg,25.91556739807129,0.939153254032135,0.007576,0.992,0.4072,0.593,0.734,0.2659,0.1968,0.803,0.2366,0.7637,0.966,0.0341,0.758,0.2422,0.604,0.396,0.998,0.001727,0.539,0.461
109.jpg,25.735107421875,0.9349298477172852,0.01942,0.9805,0.2783,0.7217,0.6074,0.3923,0.3594,0.6406,0.381,0.6187,0.946,0.0542,0.5273,0.4727,0.9185,0.08154,0.998,0.001839,0.5547,0.4456
110.jpg,24.099721908569336,0.9459366798400879,0.01133,0.989,0.4148,0.585,0.535,0.4648,0.1461,0.854,0.3452,0.655,0.966,0.0341,0.4844,0.5156,0.3452,0.655,0.967,0.03308,0.6333,0.3667
111.jpg,24.650592803955078,0.9423708915710449,0.01263,0.9873,0.3108,0.6895,0.4036,0.596,0.1481,0.852,0.152,0.848,0.9727,0.02759,0.725,0.2751,0.9746,0.02556,0.9985,0.001285,0.699,0.3008
112.jpg,24.398794174194336,0.9238874316215515,0.05032,0.9497,0.6113,0.3887,0.5234,0.4766,0.1733,0.8267,0.539,0.461,0.9736,0.02635,0.1603,0.84,0.728,0.272,0.9946,0.00514,0.676,0.3242
113.jpg,18.28660011291504,0.8851711750030518,0.3242,0.676,0.9717,0.02844,0.8223,0.1779,0.154,0.8457,0.1404,0.86,0.8965,0.10376,0.0901,0.9097,0.8267,0.1733,0.99,0.00986,0.785,0.2147
114.jpg,25.111251831054688,0.9280917644500732,0.0511,0.9487,0.9097,0.0901,0.6113,0.3887,0.3174,0.6826,0.755,0.2451,0.994,0.00573,0.1384,0.8613,0.801,0.1993,0.9956,0.00454,0.9126,0.0876
